"","subitem","subject","item","word.type","seconds","unique.id","word"
"3481","151-8",151,8,"N1",0.334477508,"151-8-N1","fortress"
"3482","151-8",151,8,"P1",0.14527034,"151-8-P1","near"
"3483","151-8",151,8,"D2",0.108912343,"151-8-D2","the"
"3484","151-8",151,8,"A1",0.353094214,"151-8-A1","ancient"
"3485","151-8",151,8,"N2",0.294899955,"151-8-N2","wall"
"3486","151-8",151,8,"C1",0.137184626,"151-8-C1","was"
"3487","151-8",151,8,"C2",0.50128927,"151-8-C2","old"
"3488","151-9",151,9,"sil_#",0.475404843,"151-9-sil_#",NA
"3489","151-9",151,9,"D1",0.052553686,"151-9-D1","The"
"3490","151-9",151,9,"N1",0.302318996,"151-9-N1","butler"
"3491","151-9",151,9,"P1",0.16122953,"151-9-P1","near"
"3492","151-9",151,9,"D2",0.076626392,"151-9-D2","the"
"3493","151-9",151,9,"A1",0.407608315,"151-9-A1","selfish"
"3494","151-9",151,9,"N2",0.811188114,"151-9-N2","millionaire"
"3495","151-9",151,9,"sil_N2C1",0.05488366,"151-9-sil_N2C1",NA
"3496","151-9",151,9,"C1",0.143453516,"151-9-C1","was"
"3497","151-9",151,9,"C2",0.444081744,"151-9-C2","annoyed"
"3498","151-11",151,11,"sil_#",0.99998074,"151-11-sil_#",NA
"3499","151-11",151,11,"D1",0.165337315,"151-11-D1","The"
"3500","151-11",151,11,"N1",0.407112725,"151-11-N1","banana"
"3501","151-11",151,11,"P1",0.128322832,"151-11-P1","for"
"3502","151-11",151,11,"D2",0.083552996,"151-11-D2","the"
"3503","151-11",151,11,"A1",0.463808788,"151-11-A1","popular"
"3504","151-11",151,11,"N2",0.955081465,"151-11-N2","sandwiches"
"3505","151-11",151,11,"sil_N2C1",0.047243274,"151-11-sil_N2C1",NA
"3506","151-11",151,11,"C1",0.19842175,"151-11-C1","had"
"3507","151-11",151,11,"C2",0.187880446,"151-11-C2","peanut"
"3508","151-11",151,11,"C3",0.300284567,"151-11-C3","butter"
"3509","151-12",151,12,"sil_#",0.983959592,"151-12-sil_#",NA
"3510","151-12",151,12,"D1",0.03983704,"151-12-D1","The"
"3511","151-12",151,12,"N1",0.472097641,"151-12-N1","bodyguard"
"3512","151-12",151,12,"P1",0.132666531,"151-12-P1","for"
"3513","151-12",151,12,"D2",0.067557292,"151-12-D2","the"
"3514","151-12",151,12,"A1",0.377775658,"151-12-A1","nervous"
"3515","151-12",151,12,"N2",0.560145339,"151-12-N2","jewelers"
"3516","151-12",151,12,"C1",0.150680742,"151-12-C1","was"
"3517","151-12",151,12,"C2",0.342523157,"151-12-C2","also"
"3518","151-12",151,12,"C3",0.632247299,"151-12-C3","nervous"
"3519","151-13",151,13,"sil_#",1.346117777,"151-13-sil_#",NA
"3520","151-13",151,13,"D1",0.04153002,"151-13-D1","The"
"3521","151-13",151,13,"N1",0.478568501,"151-13-N1","bicycle"
"3522","151-13",151,13,"P1",0.142138013,"151-13-P1","with"
"3523","151-13",151,13,"D2",0.080006877,"151-13-D2","the"
"3524","151-13",151,13,"A1",0.305330716,"151-13-A1","warped"
"3525","151-13",151,13,"N2",0.424511697,"151-13-N2","basket"
"3526","151-13",151,13,"C1",0.144969649,"151-13-C1","was"
"3527","151-13",151,13,"C2",0.534669096,"151-13-C2","old"
"3528","151-14",151,14,"sil_#",0.631227065,"151-14-sil_#",NA
"3529","151-14",151,14,"D1",0.114444094,"151-14-D1","The"
"3530","151-14",151,14,"N1",0.521389845,"151-14-N1","caddy"
"3531","151-14",151,14,"P1",0.169971346,"151-14-P1","for"
"3532","151-14",151,14,"D2",0.16406625,"151-14-D2","the"
"3533","151-14",151,14,"A1",0.574307249,"151-14-A1","charismatic"
"3534","151-14",151,14,"N2",0.63901142,"151-14-N2","celebrity"
"3535","151-14",151,14,"C1",0.242172512,"151-14-C1","was"
"3536","151-14",151,14,"C2",0.561104383,"151-14-C2","skilled"
"3537","151-15",151,15,"sil_#",0.662249122,"151-15-sil_#",NA
"3538","151-15",151,15,"D1",0.120739607,"151-15-D1","The"
"3539","151-15",151,15,"N1",0.269224345,"151-15-N1","church"
"3540","151-15",151,15,"P1",0.091254759,"151-15-P1","with"
"3541","151-15",151,15,"D2",0.078209243,"151-15-D2","the"
"3542","151-15",151,15,"A1",0.36071797,"151-15-A1","giant"
"3543","151-15",151,15,"N2",0.416977545,"151-15-N2","driveway"
"3544","151-15",151,15,"C1",0.147613439,"151-15-C1","was"
"3545","151-15",151,15,"C2",0.248581839,"151-15-C2","filled"
"3546","151-15",151,15,"C3",0.136815334,"151-15-C3","with"
"3547","151-16",151,16,"sil_#",0.896592438,"151-16-sil_#",NA
"3548","151-16",151,16,"D1",0.132073668,"151-16-D1","The"
"3549","151-16",151,16,"N1",0.428454183,"151-16-N1","eraser"
"3550","151-16",151,16,"P1",0.116261658,"151-16-P1","for"
"3551","151-16",151,16,"D2",0.07283865,"151-16-D2","the"
"3552","151-16",151,16,"A1",0.54336553,"151-16-A1","novelty"
"3553","151-16",151,16,"N2",0.473232201,"151-16-N2","pencils"
"3554","151-16",151,16,"C1",0.180338554,"151-16-C1","was"
"3555","151-16",151,16,"C2",0.574379741,"151-16-C2","purple"
"3556","151-17",151,17,"sil_#",0.603687563,"151-17-sil_#",NA
"3557","151-17",151,17,"D1",0.110357298,"151-17-D1","The"
"3558","151-17",151,17,"N1",0.419168921,"151-17-N1","waitress"
"3559","151-17",151,17,"P1",0.148634633,"151-17-P1","for"
"3560","151-17",151,17,"D2",0.15765839,"151-17-D2","the"
"3561","151-17",151,17,"A1",0.587200284,"151-17-A1","impatient"
"3562","151-17",151,17,"N2",0.652176637,"151-17-N2","diners"
"3563","151-17",151,17,"sil_N2C1",0.042513112,"151-17-sil_N2C1",NA
"3564","151-17",151,17,"C1",0.189217186,"151-17-C1","was"
"3565","151-17",151,17,"C2",0.560138803,"151-17-C2","stressed"
"3566","151-18",151,18,"sil_#",0.744649634,"151-18-sil_#",NA
"3567","151-18",151,18,"D1",0.142537551,"151-18-D1","The"
"3568","151-18",151,18,"N1",0.240389856,"151-18-N1","table"
"3569","151-18",151,18,"P1",0.121175296,"151-18-P1","for"
"3570","151-18",151,18,"D2",0.115102096,"151-18-D2","the"
"3571","151-18",151,18,"A1",0.417688873,"151-18-A1","antique"
"3572","151-18",151,18,"N2",0.63825037,"151-18-N2","chairs"
"3573","151-18",151,18,"sil_N2C1",0.095107708,"151-18-sil_N2C1",NA
"3574","151-18",151,18,"C1",0.223245391,"151-18-C1","was"
"3575","151-18",151,18,"C2",0.64529217,"151-18-C2","expensive"
"3576","151-19",151,19,"sil_#",1.103397207,"151-19-sil_#",NA
"3577","151-19",151,19,"D1",0.129415299,"151-19-D1","The"
"3578","151-19",151,19,"N1",0.331017943,"151-19-N1","resort"
"3579","151-19",151,19,"P1",0.095167862,"151-19-P1","with"
"3580","151-19",151,19,"D2",0.112069988,"151-19-D2","the"
"3581","151-19",151,19,"A1",0.551485134,"151-19-A1","elongated"
"3582","151-19",151,19,"N2",0.303276321,"151-19-N2","pool"
"3583","151-19",151,19,"C1",0.220272825,"151-19-C1","was"
"3584","151-19",151,19,"C2",0.457930813,"151-19-C2","awesome"
"3585","151-20",151,20,"sil_#",0.527317045,"151-20-sil_#",NA
"3586","151-20",151,20,"D1",0.169433308,"151-20-D1","The"
"3587","151-20",151,20,"N1",0.396194572,"151-20-N1","hydrant"
"3588","151-20",151,20,"P1",0.122967916,"151-20-P1","with"
"3589","151-20",151,20,"D2",0.053817125,"151-20-D2","the"
"3590","151-20",151,20,"A1",0.289496799,"151-20-A1","bent"
"3591","151-20",151,20,"N2",0.316104423,"151-20-N2","hose"
"3592","151-20",151,20,"C1",0.236655094,"151-20-C1","didn't"
"3593","151-20",151,20,"C2",0.402120603,"151-20-C2","work"
"3594","151-21",151,21,"sil_#",0.648649506,"151-21-sil_#",NA
"3595","151-21",151,21,"D1",0.104959888,"151-21-D1","The"
"3596","151-21",151,21,"N1",0.436230347,"151-21-N1","guitar"
"3597","151-21",151,21,"P1",0.150726448,"151-21-P1","with"
"3598","151-21",151,21,"D2",0.062921914,"151-21-D2","the"
"3599","151-21",151,21,"A1",0.400980091,"151-21-A1","faulty"
"3600","151-21",151,21,"N2",0.624263467,"151-21-N2","string"
"3601","151-21",151,21,"C1",0.137644697,"151-21-C1","was"
"3602","151-21",151,21,"C2",0.64645829,"151-21-C2","unplayable"
"3603","151-22",151,22,"sil_#",1.144719078,"151-22-sil_#",NA
"3604","151-22",151,22,"D1",0.113084515,"151-22-D1","The"
"3605","151-22",151,22,"N1",0.370817593,"151-22-N1","trainer"
"3606","151-22",151,22,"P1",0.191864651,"151-22-P1","near"
"3607","151-22",151,22,"D2",0.077082454,"151-22-D2","the"
"3608","151-22",151,22,"A1",0.474549439,"151-22-A1","confident"
"3609","151-22",151,22,"N2",0.556805045,"151-22-N2","actors"
"3610","151-22",151,22,"C1",0.147795113,"151-22-C1","was"
"3611","151-22",151,22,"C2",0.46867743,"151-22-C2","training"
"3612","151-23",151,23,"sil_#",0.995394918,"151-23-sil_#",NA
"3613","151-23",151,23,"D1",0.049302706,"151-23-D1","The"
"3614","151-23",151,23,"N1",0.368733603,"151-23-N1","canoe"
"3615","151-23",151,23,"P1",0.171665233,"151-23-P1","near"
"3616","151-23",151,23,"D2",0.079905393,"151-23-D2","the"
"3617","151-23",151,23,"A1",0.30215543,"151-23-A1","weathered"
"3618","151-23",151,23,"N2",0.720196698,"151-23-N2","flags"
"3619","151-23",151,23,"sil_N2C1",0.056869365,"151-23-sil_N2C1",NA
"3620","151-23",151,23,"C1",0.161308855,"151-23-C1","was"
"3621","151-23",151,23,"C2",0.275422343,"151-23-C2","also"
"3622","151-23",151,23,"C3",0.305396449,"151-23-C3","weathered"
"3623","151-24",151,24,"sil_#",1.429112418,"151-24-sil_#",NA
"3624","151-24",151,24,"D1",0.078008587,"151-24-D1","The"
"3625","151-24",151,24,"N1",0.325352942,"151-24-N1","camera"
"3626","151-24",151,24,"P1",0.163741711,"151-24-P1","by"
"3627","151-24",151,24,"D2",0.0918786,"151-24-D2","the"
"3628","151-24",151,24,"A1",0.408169687,"151-24-A1","special"
"3629","151-24",151,24,"N2",0.755945672,"151-24-N2","manuals"
"3630","151-24",151,24,"sil_N2C1",0.168535198,"151-24-sil_N2C1",NA
"3631","151-24",151,24,"C1",0.156921245,"151-24-C1","was"
"3632","151-24",151,24,"C2",0.279764622,"151-24-C2","also"
"3633","151-24",151,24,"C3",0.386583049,"151-24-C3","broken"
"3634","155-1",155,1,"sil_#",0.959193131,"155-1-sil_#",NA
"3635","155-1",155,1,"D1",0.06475078,"155-1-D1","The"
"3636","155-1",155,1,"N1",0.38170402,"155-1-N1","envelope"
"3637","155-1",155,1,"P1",0.146076287,"155-1-P1","for"
"3638","155-1",155,1,"D2",0.08661468,"155-1-D2","the"
"3639","155-1",155,1,"A1",0.305672803,"155-1-A1","photo"
"3640","155-1",155,1,"N2",0.419710524,"155-1-N2","album"
"3641","155-1",155,1,"C1",0.174582315,"155-1-C1","was"
"3642","155-1",155,1,"C2",0.454882106,"155-1-C2","ripped"
"3643","155-2",155,2,"sil_#",0.549873649,"155-2-sil_#",NA
"3644","155-2",155,2,"D1",0.132627235,"155-2-D1","The"
"3645","155-2",155,2,"N1",0.21946263,"155-2-N1","cake"
"3646","155-2",155,2,"P1",0.150766988,"155-2-P1","with"
"3647","155-2",155,2,"D2",0.105790613,"155-2-D2","the"
"3648","155-2",155,2,"A1",0.297077051,"155-2-A1","candy"
"3649","155-2",155,2,"N2",0.609180215,"155-2-N2","figurine"
"3650","155-2",155,2,"C1",0.144947796,"155-2-C1","was"
"3651","155-2",155,2,"C2",0.525877781,"155-2-C2","gross"
"3652","155-3",155,3,"sil_#",0.697202104,"155-3-sil_#",NA
"3653","155-3",155,3,"D1",0.085252137,"155-3-D1","The"
"3654","155-3",155,3,"N1",0.325768534,"155-3-N1","hammer"
"3655","155-3",155,3,"P1",0.171305897,"155-3-P1","for"
"3656","155-3",155,3,"D2",0.102905258,"155-3-D2","the"
"3657","155-3",155,3,"A1",0.355893998,"155-3-A1","rigid"
"3658","155-3",155,3,"N2",0.334740408,"155-3-N2","peg"
"3659","155-3",155,3,"C1",0.14552389,"155-3-C1","was"
"3660","155-3",155,3,"C2",0.466033437,"155-3-C2","broken"
"3661","155-4",155,4,"sil_#",0.597606791,"155-4-sil_#",NA
"3662","155-4",155,4,"D1",0.110266398,"155-4-D1","The"
"3663","155-4",155,4,"N1",0.220936075,"155-4-N1","coach"
"3664","155-4",155,4,"P1",0.111477818,"155-4-P1","for"
"3665","155-4",155,4,"D2",0.079899447,"155-4-D2","the"
"3666","155-4",155,4,"A1",0.479519174,"155-4-A1","disciplined"
"3667","155-4",155,4,"N2",0.537967955,"155-4-N2","athletes"
"3668","155-4",155,4,"C1",0.12957642,"155-4-C1","was"
"3669","155-4",155,4,"C2",0.497844366,"155-4-C2","strict"
"3670","155-5",155,5,"sil_#",0.658037161,"155-5-sil_#",NA
"3671","155-5",155,5,"D1",0.113487969,"155-5-D1","The"
"3672","155-5",155,5,"N1",0.248656065,"155-5-N1","tent"
"3673","155-5",155,5,"P1",0.105470307,"155-5-P1","with"
"3674","155-5",155,5,"D2",0.077772624,"155-5-D2","the"
"3675","155-5",155,5,"A1",0.377720985,"155-5-A1","sturdy"
"3676","155-5",155,5,"N2",0.268263305,"155-5-N2","poles"
"3677","155-5",155,5,"C1",0.643098655,"155-5-C1","collapsed"
"3678","155-6",155,6,"sil_#",0.524165987,"155-6-sil_#",NA
"3679","155-6",155,6,"D1",0.074525418,"155-6-D1","The"
"3680","155-6",155,6,"N1",0.286234768,"155-6-N1","dam"
"3681","155-6",155,6,"P1",0.12207473,"155-6-P1","for"
"3682","155-6",155,6,"D2",0.080857608,"155-6-D2","the"
"3683","155-6",155,6,"A1",0.352317703,"155-6-A1","murky"
"3684","155-6",155,6,"N2",0.552190024,"155-6-N2","rivers"
"3685","155-6",155,6,"C1",0.142821073,"155-6-C1","was"
"3686","155-6",155,6,"C2",0.473956762,"155-6-C2","broken"
"3687","155-7",155,7,"sil_#",1.042153084,"155-7-sil_#",NA
"3688","155-7",155,7,"D1",0.065964297,"155-7-D1","The"
"3689","155-7",155,7,"N1",0.367063179,"155-7-N1","necklace"
"3690","155-7",155,7,"P1",0.094130499,"155-7-P1","with"
"3691","155-7",155,7,"D2",0.107760152,"155-7-D2","the"
"3692","155-7",155,7,"A1",0.444550093,"155-7-A1","colorful"
"3693","155-7",155,7,"N2",0.39968,"155-7-N2","diamond"
"3694","155-7",155,7,"C1",0.16672315,"155-7-C1","was"
"3695","155-7",155,7,"C2",0.712257439,"155-7-C2","expensive"
"3696","155-8",155,8,"sil_#",0.757466741,"155-8-sil_#",NA
"3697","155-8",155,8,"D1",0.052248626,"155-8-D1","The"
"3698","155-8",155,8,"N1",0.474760749,"155-8-N1","fortress"
"3699","155-8",155,8,"P1",0.115003242,"155-8-P1","with"
"3700","155-8",155,8,"D2",0.088437566,"155-8-D2","the"
"3701","155-8",155,8,"A1",0.339617075,"155-8-A1","ancient"
"3702","155-8",155,8,"N2",0.339427044,"155-8-N2","wall"
"3703","155-8",155,8,"C1",0.205885395,"155-8-C1","fell"
"3704","155-8",155,8,"C2",0.28964091,"155-8-C2","down"
"3705","155-9",155,9,"sil_#",1.047617241,"155-9-sil_#",NA
"3706","155-9",155,9,"D1",0.067936851,"155-9-D1","The"
"3707","155-9",155,9,"N1",0.315837185,"155-9-N1","butler"
"3708","155-9",155,9,"P1",0.171891567,"155-9-P1","for"
"3709","155-9",155,9,"D2",0.070494379,"155-9-D2","the"
"3710","155-9",155,9,"A1",0.447967284,"155-9-A1","selfish"
"3711","155-9",155,9,"N2",0.660761809,"155-9-N2","millionaire"
"3712","155-9",155,9,"C1",0.239838235,"155-9-C1","was"
"3713","155-9",155,9,"C2",0.356587275,"155-9-C2","angry"
"3714","155-10",155,10,"sil_#",0.45192476,"155-10-sil_#",NA
"3715","155-10",155,10,"D1",0.075348067,"155-10-D1","The"
"3716","155-10",155,10,"N1",0.289386073,"155-10-N1","vase"
"3717","155-10",155,10,"P1",0.130049224,"155-10-P1","near"
"3718","155-10",155,10,"D2",0.096649606,"155-10-D2","the"
"3719","155-10",155,10,"A1",0.423470036,"155-10-A1","vibrant"
"3720","155-10",155,10,"N2",0.385433105,"155-10-N2","covers"
"3721","155-10",155,10,"C1",0.129697033,"155-10-C1","was"
"3722","155-10",155,10,"C2",0.462054289,"155-10-C2","black"
"3723","155-11",155,11,"sil_#",0.791527608,"155-11-sil_#",NA
"3724","155-11",155,11,"D1",0.073819203,"155-11-D1","The"
"3725","155-11",155,11,"N1",0.398567853,"155-11-N1","banana"
"3726","155-11",155,11,"P1",0.194013603,"155-11-P1","near"
"3727","155-11",155,11,"D2",0.075973691,"155-11-D2","the"
"3728","155-11",155,11,"A1",0.488561018,"155-11-A1","popular"
"3729","155-11",155,11,"N2",0.628080515,"155-11-N2","sandwiches"
"3730","155-11",155,11,"C1",0.148810438,"155-11-C1","was"
"3731","155-11",155,11,"C2",0.432871312,"155-11-C2","rotten"
"3732","155-12",155,12,"sil_#",0.608292407,"155-12-sil_#",NA
"3733","155-12",155,12,"D1",0.052985894,"155-12-D1","The"
"3734","155-12",155,12,"N1",0.466022528,"155-12-N1","bodyguard"
"3735","155-12",155,12,"P1",0.151747382,"155-12-P1","near"
"3736","155-12",155,12,"D2",0.08728587,"155-12-D2","the"
"3737","155-12",155,12,"A1",0.401417,"155-12-A1","nervous"
"3738","155-12",155,12,"N2",0.479046861,"155-12-N2","jewelers"
"3739","155-12",155,12,"C1",0.378344198,"155-12-C1","was"
"3740","155-12",155,12,"C2",0.694218563,"155-12-C2","intimidating"
"3741","155-13",155,13,"sil_#",0.711617331,"155-13-sil_#",NA
"3742","155-13",155,13,"D1",0.052377628,"155-13-D1","The"
"3743","155-13",155,13,"N1",0.468809262,"155-13-N1","bicycle"
"3744","155-13",155,13,"P1",0.165961827,"155-13-P1","by"
"3745","155-13",155,13,"D2",0.084250455,"155-13-D2","the"
"3746","155-13",155,13,"A1",0.385583156,"155-13-A1","warped"
"3747","155-13",155,13,"N2",0.494147099,"155-13-N2","basket"
"3748","155-13",155,13,"C1",0.425577691,"155-13-C1","was"
"3749","155-13",155,13,"C2",0.381788835,"155-13-C2","broken"
"3750","155-14",155,14,"sil_#",0.425524219,"155-14-sil_#",NA
"3751","155-14",155,14,"D1",0.07551225,"155-14-D1","The"
"3752","155-14",155,14,"N1",0.332804052,"155-14-N1","caddy"
"3753","155-14",155,14,"P1",0.178285262,"155-14-P1","near"
"3754","155-14",155,14,"D2",0.086304848,"155-14-D2","the"
"3755","155-14",155,14,"A1",0.61209163,"155-14-A1","charismatic"
"3756","155-14",155,14,"N2",0.785704262,"155-14-N2","celebrity"
"3757","155-14",155,14,"C1",0.587979459,"155-14-C1","was"
"3758","155-14",155,14,"C2",0.450471616,"155-14-C2","sad"
"3759","155-15",155,15,"sil_#",0.463531573,"155-15-sil_#",NA
"3760","155-15",155,15,"D1",0.09519142,"155-15-D1","The"
"3761","155-15",155,15,"N1",0.314662997,"155-15-N1","church"
"3762","155-15",155,15,"P1",0.135579429,"155-15-P1","near"
"3763","155-15",155,15,"D2",0.08171663,"155-15-D2","the"
"3764","155-15",155,15,"A1",0.35256369,"155-15-A1","giant"
"3765","155-15",155,15,"N2",0.620142182,"155-15-N2","driveway"
"3766","155-15",155,15,"sil_N2C1",0.09136324,"155-15-sil_N2C1",NA
"3767","155-15",155,15,"C1",0.28551445,"155-15-C1","was"
"3768","155-15",155,15,"C2",0.437606135,"155-15-C2","open"
"3769","155-16",155,16,"sil_#",0.846398632,"155-16-sil_#",NA
"3770","155-16",155,16,"D1",0.103248999,"155-16-D1","The"
"3771","155-16",155,16,"N1",0.385191183,"155-16-N1","eraser"
"3772","155-16",155,16,"P1",0.236039718,"155-16-P1","near"
"3773","155-16",155,16,"D2",0.076475381,"155-16-D2","the"
"3774","155-16",155,16,"A1",0.477207583,"155-16-A1","novelty"
"3775","155-16",155,16,"N2",0.364720756,"155-16-N2","pencils"
"3776","155-16",155,16,"C1",0.16341199,"155-16-C1","was"
"3777","155-16",155,16,"C2",0.491897246,"155-16-C2","pink"
"3778","155-17",155,17,"sil_#",0.713189717,"155-17-sil_#",NA
"3779","155-17",155,17,"D1",0.050321652,"155-17-D1","The"
"3780","155-17",155,17,"N1",0.395905822,"155-17-N1","waitress"
"3781","155-17",155,17,"P1",0.158476603,"155-17-P1","by"
"3782","155-17",155,17,"D2",0.081283206,"155-17-D2","the"
"3783","155-17",155,17,"A1",0.537838012,"155-17-A1","impatient"
"3784","155-17",155,17,"N2",0.44644861,"155-17-N2","diners"
"3785","155-17",155,17,"C1",0.131140673,"155-17-C1","was"
"3786","155-17",155,17,"C2",0.425669686,"155-17-C2","angry"
"3787","155-18",155,18,"sil_#",0.698303613,"155-18-sil_#",NA
"3788","155-18",155,18,"D1",0.077077705,"155-18-D1","The"
"3789","155-18",155,18,"N1",0.347546588,"155-18-N1","table"
"3790","155-18",155,18,"P1",0.153376153,"155-18-P1","by"
"3791","155-18",155,18,"D2",0.103379171,"155-18-D2","the"
"3792","155-18",155,18,"A1",0.50114445,"155-18-A1","antique"
"3793","155-18",155,18,"N2",0.519668757,"155-18-N2","chairs"
"3794","155-18",155,18,"C1",0.12047884,"155-18-C1","was"
"3795","155-18",155,18,"C2",0.437782901,"155-18-C2","broken"
"3796","155-19",155,19,"sil_#",0.59512721,"155-19-sil_#",NA
"3797","155-19",155,19,"D1",0.063240898,"155-19-D1","The"
"3798","155-19",155,19,"N1",0.399741813,"155-19-N1","resort"
"3799","155-19",155,19,"P1",0.186453216,"155-19-P1","near"
"3800","155-19",155,19,"D2",0.116545255,"155-19-D2","the"
"3801","155-19",155,19,"A1",0.690611234,"155-19-A1","elongated"
"3802","155-19",155,19,"N2",0.463576887,"155-19-N2","pool"
"3803","155-19",155,19,"C1",0.552961285,"155-19-C1","was"
"3804","155-19",155,19,"C2",0.546559305,"155-19-C2","hot"
"3805","155-20",155,20,"sil_#",0.880389771,"155-20-sil_#",NA
"3806","155-20",155,20,"D1",0.049330979,"155-20-D1","The"
"3807","155-20",155,20,"N1",0.388343801,"155-20-N1","hydrant"
"3808","155-20",155,20,"P1",0.138459276,"155-20-P1","near"
"3809","155-20",155,20,"D2",0.097683243,"155-20-D2","the"
"3810","155-20",155,20,"A1",0.234791835,"155-20-A1","bent"
"3811","155-20",155,20,"N2",0.506532898,"155-20-N2","hose"
"3812","155-20",155,20,"C1",0.242672679,"155-20-C1","was"
"3813","155-20",155,20,"C2",0.292448055,"155-20-C2","read"
"3814","155-24",155,24,"sil_#",0.978503971,"155-24-sil_#",NA
"3815","155-24",155,24,"D1",0.074803017,"155-24-D1","The"
"3816","155-24",155,24,"N1",0.372595048,"155-24-N1","camera"
"3817","155-24",155,24,"P1",0.142205493,"155-24-P1","with"
"3818","155-24",155,24,"D2",0.058486055,"155-24-D2","the"
"3819","155-24",155,24,"A1",0.356715996,"155-24-A1","special"
"3820","155-24",155,24,"N2",0.739866621,"155-24-N2","manuals"
"3821","155-24",155,24,"C1",0.173950752,"155-24-C1","was"
"3822","155-24",155,24,"C2",0.241258234,"155-24-C2","hard"
"3823","155-24",155,24,"C3",0.117080447,"155-24-C3","to"
"3824","155-24",155,24,"C4",0.524461459,"155-24-C4","use"
"3825","161-1",161,1,"sil_#",0.576304756,"161-1-sil_#",NA
"3826","161-1",161,1,"D1",0.087061756,"161-1-D1","The"
"3827","161-1",161,1,"N1",0.359848825,"161-1-N1","envelope"
"3828","161-1",161,1,"P1",0.188967683,"161-1-P1","for"
"3829","161-1",161,1,"D2",0.126109767,"161-1-D2","the"
"3830","161-1",161,1,"A1",0.39428853,"161-1-A1","formal"
"3831","161-1",161,1,"N2",0.503499974,"161-1-N2","letter"
"3832","161-1",161,1,"sil_N2C1",0.179142932,"161-1-sil_N2C1",NA
"3833","161-1",161,1,"C1",0.138328431,"161-1-C1","was"
"3834","161-1",161,1,"C2",0.158683995,"161-1-C2","made"
"3835","161-1",161,1,"C3",0.096255903,"161-1-C3","of"
"3836","161-1",161,1,"C4",0.313775417,"161-1-C4","gold"
"3837","161-2",161,2,"sil_#",0.356662159,"161-2-sil_#",NA
"3838","161-2",161,2,"D1",0.080977955,"161-2-D1","The"
"3839","161-2",161,2,"N1",0.213824143,"161-2-N1","cake"
"3840","161-2",161,2,"P1",0.122673905,"161-2-P1","with"
"3841","161-2",161,2,"D2",0.078190755,"161-2-D2","the"
"3842","161-2",161,2,"A1",0.292142552,"161-2-A1","colored"
"3843","161-2",161,2,"N2",0.408240428,"161-2-N2","candle"
"3844","161-2",161,2,"C1",0.128792613,"161-2-C1","was"
"3845","161-2",161,2,"C2",0.099481191,"161-2-C2","on"
"3846","161-2",161,2,"C3",0.425408363,"161-2-C3","fire"
"3847","161-3",161,3,"sil_#",0.607988268,"161-3-sil_#",NA
"3848","161-3",161,3,"D1",0.055457934,"161-3-D1","The"
"3849","161-3",161,3,"N1",0.32484122,"161-3-N1","hammer"
"3850","161-3",161,3,"P1",0.148760675,"161-3-P1","for"
"3851","161-3",161,3,"D2",0.104321334,"161-3-D2","the"
"3852","161-3",161,3,"A1",0.362139772,"161-3-A1","rusty"
"3853","161-3",161,3,"N2",0.445653072,"161-3-N2","nail"
"3854","161-3",161,3,"C1",0.156472358,"161-3-C1","was"
"3855","161-3",161,3,"C2",0.476383426,"161-3-C2","broken"
"3856","161-4",161,4,"sil_#",0.794625006,"161-4-sil_#",NA
"3857","161-4",161,4,"D1",0.10471404,"161-4-D1","The"
"3858","161-4",161,4,"N1",0.2617851,"161-4-N1","coach"
"3859","161-4",161,4,"P1",0.114499254,"161-4-P1","near"
"3860","161-4",161,4,"D2",0.085375536,"161-4-D2","the"
"3861","161-4",161,4,"A1",0.458997742,"161-4-A1","disruptive"
"3862","161-4",161,4,"N2",0.695509943,"161-4-N2","teenagers"
"3863","161-4",161,4,"C1",0.277924861,"161-4-C1","told"
"3864","161-4",161,4,"C2",0.169126779,"161-4-C2","them"
"3865","161-4",161,4,"C3",0.081622041,"161-4-C3","to"
"3866","161-5",161,5,"sil_#",0.502108139,"161-5-sil_#",NA
"3867","161-5",161,5,"D1",0.090896652,"161-5-D1","The"
"3868","161-5",161,5,"N1",0.168327133,"161-5-N1","tent"
"3869","161-5",161,5,"P1",0.169946303,"161-5-P1","near"
"3870","161-5",161,5,"D2",0.065673247,"161-5-D2","the"
"3871","161-5",161,5,"A1",0.343930524,"161-5-A1","sturdy"
"3872","161-5",161,5,"N2",0.745486172,"161-5-N2","cushions"
"3873","161-5",161,5,"sil_N2C1",0.264159812,"161-5-sil_N2C1",NA
"3874","161-5",161,5,"C1",0.205938133,"161-5-C1","was"
"3875","161-5",161,5,"C2",0.211030848,"161-5-C2","falling"
"3876","161-5",161,5,"C3",0.299321977,"161-5-C3","apart"
"3877","161-6",161,6,"sil_#",0.46726567,"161-6-sil_#",NA
"3878","161-6",161,6,"D1",0.045897938,"161-6-D1","The"
"3879","161-6",161,6,"N1",0.274486084,"161-6-N1","dam"
"3880","161-6",161,6,"P1",0.109782906,"161-6-P1","by"
"3881","161-6",161,6,"D2",0.068099988,"161-6-D2","the"
"3882","161-6",161,6,"A1",0.293374657,"161-6-A1","musty"
"3883","161-6",161,6,"N2",0.636145439,"161-6-N2","factories"
"3884","161-6",161,6,"C1",0.207596685,"161-6-C1","was"
"3885","161-6",161,6,"C2",0.442407101,"161-6-C2","dirty"
"3886","161-7",161,7,"sil_#",0.41824176,"161-7-sil_#",NA
"3887","161-7",161,7,"D1",0.080173475,"161-7-D1","The"
