"","subitem","subject","item","word.type","seconds","unique.id","word","freq","len.char","len.phon","len.syll","related","integrated","plausibility","association","maincode","dysfluency"
"3867","214-4",214,4,"D2",0.097902629,"214-4-D2","the",6.1766,3,2,1,6.5,4.75,6.25,0,"C",""
"3868","214-4",214,4,"A1",0.497497907,"214-4-A1","disciplined",1.9494,11,9,3,6.5,4.75,6.25,0,"C",""
"3869","214-4",214,4,"N2",0.572689083,"214-4-N2","athlete",2.3729,7,5,2,6.5,4.75,6.25,0,"C",""
"3870","214-4",214,4,"sil_N2C1",0.186597788,"214-4-sil_N2C1"," ",0,1,NA,NA,6.5,4.75,6.25,0,"C",""
"3871","214-4",214,4,"C1",0.333546947,"214-4-C1","yelled",2.4969,6,NA,NA,6.5,4.75,6.25,0,"C",""
"3872","214-4",214,4,"C2",0.100185589,"214-4-C2","a",6.0175,1,NA,NA,6.5,4.75,6.25,0,"C",""
"3873","214-4",214,4,"C3",0.21120396,"214-4-C3","lot",4.4634,3,NA,NA,6.5,4.75,6.25,0,"C",""
"3874","214-5",214,5,"sil_#",0.794535627,"214-5-sil_#"," ",0,1,NA,NA,5.83,4.58,5.67,0,"U",""
"3875","214-5",214,5,"D1",0.125310123,"214-5-D1","the",6.1766,3,2,1,5.83,4.58,5.67,0,"U",""
"3876","214-5",214,5,"N1",0.254399643,"214-5-N1","tent",2.9509,4,4,1,5.83,4.58,5.67,0,"U",""
"3877","214-5",214,5,"P1",0.233711701,"214-5-P1","near",3.6273,4,3,1,5.83,4.58,5.67,0,"U",""
"3878","214-5",214,5,"D2",0.090710829,"214-5-D2","the",6.1766,3,2,1,5.83,4.58,5.67,0,"U",""
"3879","214-5",214,5,"A1",0.490481531,"214-5-A1","sturdy",1.9395,6,6,2,5.83,4.58,5.67,0,"U",""
"3880","214-5",214,5,"N2",0.575783134,"214-5-N2","pole",2.8082,4,3,1,5.83,4.58,5.67,0,"U",""
"3881","214-5",214,5,"sil_N2C1",1.363055466,"214-5-sil_N2C1"," ",0,1,NA,NA,5.83,4.58,5.67,0,"U",""
"3882","214-5",214,5,"C1",0.305208302,"214-5-C1","ripped",2.9881,6,NA,NA,5.83,4.58,5.67,0,"U",""
"3883","214-5",214,5,"C2",0.100294207,"214-5-C2","to",6.0632,100,NA,NA,5.83,4.58,5.67,0,"U",""
"3884","214-5",214,5,"C3",0.67247533,"214-5-C3","shreds",1.9542,6,NA,NA,5.83,4.58,5.67,0,"U",""
"3885","214-6",214,6,"sil_#",0.630902252,"214-6-sil_#"," ",0,1,NA,NA,5.83,5.45,5.83,0.72,"C",""
"3886","214-6",214,6,"D1",0.082875034,"214-6-D1","the",6.1766,3,2,1,5.83,5.45,5.83,0.72,"C",""
"3887","214-6",214,6,"N1",0.341947026,"214-6-N1","dam",2.4683,3,3,1,5.83,5.45,5.83,0.72,"C",""
"3888","214-6",214,6,"P1",0.153888208,"214-6-P1","by",4.8348,2,2,1,5.83,5.45,5.83,0.72,"C",""
"3889","214-6",214,6,"D2",0.082566435,"214-6-D2","the",6.1766,3,2,1,5.83,5.45,5.83,0.72,"C",""
"3890","214-6",214,6,"A1",0.400170289,"214-6-A1","murky",1.5051,5,5,2,5.83,5.45,5.83,0.72,"C",""
"3891","214-6",214,6,"N2",0.322688379,"214-6-N2","river",3.4518,5,5,2,5.83,5.45,5.83,0.72,"C",""
"3892","214-6",214,6,"C1",0.187193257,"214-6-C1","was",5.46,3,NA,NA,5.83,5.45,5.83,0.72,"C",""
"3893","214-6",214,6,"C2",0.214024544,"214-6-C2","built",3.3222,5,NA,NA,5.83,5.45,5.83,0.72,"C",""
"3894","214-6",214,6,"C3",0.147823,"214-6-C3","by",4.8348,2,NA,NA,5.83,5.45,5.83,0.72,"C",""
"3895","214-7",214,7,"sil_#",0.434016564,"214-7-sil_#"," ",0,1,NA,NA,2.58,3.67,5,0,"C",""
"3896","214-7",214,7,"D1",0.097520002,"214-7-D1","the",6.1766,3,2,1,2.58,3.67,5,0,"C",""
"3897","214-7",214,7,"N1",0.430588318,"214-7-N1","necklace",2.6972,8,6,2,2.58,3.67,5,0,"C",""
"3898","214-7",214,7,"P1",0.108080429,"214-7-P1","with",5.4107,4,3,1,2.58,3.67,5,0,"C",""
"3899","214-7",214,7,"D2",0.105021541,"214-7-D2","the",6.1766,3,2,1,2.58,3.67,5,0,"C",""
"3900","214-7",214,7,"A1",0.40644565,"214-7-A1","colorful",2.2148,8,8,3,2.58,3.67,5,0,"C",""
"3901","214-7",214,7,"N2",0.42689582,"214-7-N2","feathers",2.4654,8,6,2,2.58,3.67,5,0,"C",""
"3902","214-7",214,7,"C1",0.160532926,"214-7-C1","was",5.46,3,NA,NA,2.58,3.67,5,0,"C",""
"3903","214-7",214,7,"C2",0.290414444,"214-7-C2","worn",2.7118,4,NA,NA,2.58,3.67,5,0,"C",""
"3904","214-7",214,7,"C3",0.363824619,"214-7-C3","in",5.6976,2,NA,NA,2.58,3.67,5,0,"C",""
"3905","214-8",214,8,"sil_#",0.840197943,"214-8-sil_#"," ",0,1,NA,NA,1.25,3.08,3.83,0,"C",""
"3906","214-8",214,8,"D1",0.087908329,"214-8-D1","the",6.1766,3,2,1,1.25,3.08,3.83,0,"C",""
"3907","214-8",214,8,"N1",0.584989555,"214-8-N1","fortress",2.238,8,7,2,1.25,3.08,3.83,0,"C",""
"3908","214-8",214,8,"P1",0.127805186,"214-8-P1","with",5.4107,4,3,1,1.25,3.08,3.83,0,"C",""
"3909","214-8",214,8,"D2",0.093045271,"214-8-D2","the",6.1766,3,2,1,1.25,3.08,3.83,0,"C",""
"3910","214-8",214,8,"A1",0.409846932,"214-8-A1","ancient",3.0438,7,6,2,1.25,3.08,3.83,0,"C",""
"3911","214-8",214,8,"N2",0.809296768,"214-8-N2","farms",2.1644,5,4,1,1.25,3.08,3.83,0,"C",""
"3912","214-8",214,8,"sil_N2C1",0.663298678,"214-8-sil_N2C1"," ",0,1,NA,NA,1.25,3.08,3.83,0,"C",""
"3913","214-8",214,8,"C1",0.486363795,"214-8-C1","is",5.6624,2,NA,NA,1.25,3.08,3.83,0,"C",""
"3914","214-8",214,8,"sil_C1C2",0.39581559,"214-8-sil_C1C2"," ",0,1,NA,NA,1.25,3.08,3.83,0,"C",""
"3915","214-8",214,8,"C2",0.259375254,"214-8-C2","now",5.2131,3,NA,NA,1.25,3.08,3.83,0,"C",""
"3916","214-8",214,8,"C3",0.093994285,"214-8-C3","in",5.6976,2,NA,NA,1.25,3.08,3.83,0,"C",""
"3917","214-9",214,9,"sil_#",0.519178797,"214-9-sil_#"," ",0,1,NA,NA,2.92,3.42,6.36,0,"C",""
"3918","214-9",214,9,"D1",0.073635716,"214-9-D1","the",6.1766,3,2,1,2.92,3.42,6.36,0,"C",""
"3919","214-9",214,9,"N1",0.369055197,"214-9-N1","butler",2.7067,6,6,2,2.92,3.42,6.36,0,"C",""
"3920","214-9",214,9,"P1",0.163343442,"214-9-P1","for",5.5461,3,3,1,2.92,3.42,6.36,0,"C",""
"3921","214-9",214,9,"D2",0.094674492,"214-9-D2","the",6.1766,3,2,1,2.92,3.42,6.36,0,"C",""
"3922","214-9",214,9,"A1",0.514047274,"214-9-A1","spoiled",2.6365,7,5,2,2.92,3.42,6.36,0,"C",""
"3923","214-9",214,9,"N2",0.515652877,"214-9-N2","kids",4.1863,4,4,1,2.92,3.42,6.36,0,"C",""
"3924","214-9",214,9,"C1",0.394973069,"214-9-C1","was",5.46,3,NA,NA,2.92,3.42,6.36,0,"C",""
"3925","214-9",214,9,"C2",0.203374831,"214-9-C2","sick",3.9262,4,NA,NA,2.92,3.42,6.36,0,"C",""
"3926","214-9",214,9,"C3",0.09467449,"214-9-C3","of",5.7712,2,NA,NA,2.92,3.42,6.36,0,"C",""
"3927","215-1",215,1,"sil_#",0.437008153,"215-1-sil_#"," ",0,1,NA,NA,3.17,2.17,5.67,0,"C",""
"3928","215-1",215,1,"D1",0.149670205,"215-1-D1","the",6.1766,3,2,1,3.17,2.17,5.67,0,"C",""
"3929","215-1",215,1,"N1",0.374675696,"215-1-N1","envelope",2.711,8,7,3,3.17,2.17,5.67,0,"C",""
"3930","215-1",215,1,"P1",0.139728236,"215-1-P1","by",4.8348,2,2,1,3.17,2.17,5.67,0,"C",""
"3931","215-1",215,1,"D2",0.109528866,"215-1-D2","the",6.1766,3,2,1,3.17,2.17,5.67,0,"C",""
"3932","215-1",215,1,"A1",0.314802323,"215-1-A1","photo",3.0667,5,4,2,3.17,2.17,5.67,0,"C",""
"3933","215-1",215,1,"N2",0.415128886,"215-1-N2","album",2.7185,5,5,2,3.17,2.17,5.67,0,"C",""
"3934","215-1",215,1,"C1",0.21076975,"215-1-C1","wasn't",0,6,NA,NA,3.17,2.17,5.67,0,"C",""
"3935","215-1",215,1,"C2",0.207962749,"215-1-C2","even",4.65,4,NA,NA,3.17,2.17,5.67,0,"C",""
"3936","215-1",215,1,"C3",0.406207726,"215-1-C3","open",4.2133,4,NA,NA,3.17,2.17,5.67,0,"C",""
"3937","215-10",215,10,"sil_#",0.611153047,"215-10-sil_#"," ",0,1,NA,NA,1.25,3,4.08,0,"U",""
"3938","215-10",215,10,"D1",0.075448763,"215-10-D1","the",6.1766,3,2,1,1.25,3,4.08,0,"U",""
"3939","215-10",215,10,"N1",0.24010021,"215-10-N1","vase",2.2945,4,3,1,1.25,3,4.08,0,"U",""
"3940","215-10",215,10,"P1",0.111381337,"215-10-P1","with",5.4107,4,3,1,1.25,3,4.08,0,"U",""
"3941","215-10",215,10,"D2",0.073072059,"215-10-D2","the",6.1766,3,2,1,1.25,3,4.08,0,"U",""
"3942","215-10",215,10,"A1",0.497470996,"215-10-A1","vibrant",1.7243,7,7,2,1.25,3,4.08,0,"U",""
"3943","215-10",215,10,"N2",0.72652735,"215-10-N2","covers",2.6803,6,6,2,1.25,3,4.08,0,"U",""
"3944","215-10",215,10,"sil_N2C1",0.079401217,"215-10-sil_N2C1"," ",0,1,NA,NA,1.25,3,4.08,0,"U",""
"3945","215-10",215,10,"C1",0.196109095,"215-10-C1","had",4.9318,3,NA,NA,1.25,3,4.08,0,"U",""
"3946","215-10",215,10,"C2",0.622863399,"215-10-C2","flowers",3.3852,7,NA,NA,1.25,3,4.08,0,"U",""
"3947","215-11",215,11,"sil_#",0.530404436,"215-11-sil_#"," ",0,1,NA,NA,3.38,3.88,3.33,0,"C",""
"3948","215-11",215,11,"D1",0.060007772,"215-11-D1","the",6.1766,3,2,1,3.38,3.88,3.33,0,"C",""
"3949","215-11",215,11,"N1",0.354023645,"215-11-N1","banana",2.7388,6,6,3,3.38,3.88,3.33,0,"C",""
"3950","215-11",215,11,"P1",0.117523693,"215-11-P1","for",5.5461,3,3,1,3.38,3.88,3.33,0,"C",""
"3951","215-11",215,11,"D2",0.106747886,"215-11-D2","the",6.1766,3,2,1,3.38,3.88,3.33,0,"C",""
"3952","215-11",215,11,"A1",0.425442121,"215-11-A1","popular",3.0711,7,8,3,3.38,3.88,3.33,0,"C",""
"3953","215-11",215,11,"N2",0.93805803,"215-11-N2","sandwiches",2.6911,10,9,3,3.38,3.88,3.33,0,"C",""
"3954","215-11",215,11,"sil_N2C1",0.087052867,"215-11-sil_N2C1"," ",0,1,NA,NA,3.38,3.88,3.33,0,"C",""
"3955","215-11",215,11,"C1",0.16446047,"215-11-C1","was",5.46,3,NA,NA,3.38,3.88,3.33,0,"C",""
"3956","215-11",215,11,"C2",0.572924112,"215-11-C2","rotten",2.9504,6,NA,NA,3.38,3.88,3.33,0,"C",""
"3957","215-12",215,12,"sil_#",0.471097065,"215-12-sil_#"," ",0,1,NA,NA,2.42,3.75,5.25,0,"C",""
"3958","215-12",215,12,"D1",0.067408552,"215-12-D1","the",6.1766,3,2,1,2.42,3.75,5.25,0,"C",""
"3959","215-12",215,12,"N1",0.382438038,"215-12-N1","bodyguard",2.4669,9,8,3,2.42,3.75,5.25,0,"C",""
"3960","215-12",215,12,"P1",0.15730472,"215-12-P1","for",5.5461,3,3,1,2.42,3.75,5.25,0,"C",""
"3961","215-12",215,12,"D2",0.110265623,"215-12-D2","the",6.1766,3,2,1,2.42,3.75,5.25,0,"C",""
"3962","215-12",215,12,"A1",0.405070178,"215-12-A1","nervous",3.5348,7,6,2,2.42,3.75,5.25,0,"C",""
"3963","215-12",215,12,"N2",0.808381914,"215-12-N2","jewelers",1.3424,8,8,3,2.42,3.75,5.25,0,"C",""
"3964","215-12",215,12,"sil_N2C1",0.054295272,"215-12-sil_N2C1"," ",0,1,NA,NA,2.42,3.75,5.25,0,"C",""
"3965","215-12",215,12,"C1",0.167745183,"215-12-C1","was",5.46,3,NA,NA,2.42,3.75,5.25,0,"C",""
"3966","215-12",215,12,"C2",0.579246191,"215-12-C2","huge",3.3923,4,NA,NA,2.42,3.75,5.25,0,"C",""
"3967","215-15",215,15,"sil_#",0.340193784,"215-15-sil_#"," ",0,1,NA,NA,2.5,3.67,5.75,0,"U",""
"3968","215-15",215,15,"D1",0.080215609,"215-15-D1","the",6.1766,3,2,1,2.5,3.67,5.75,0,"U",""
"3969","215-15",215,15,"N1",0.255346955,"215-15-N1","church",3.5507,6,6,1,2.5,3.67,5.75,0,"U",""
"3970","215-15",215,15,"P1",0.096508328,"215-15-P1","with",5.4107,4,3,1,2.5,3.67,5.75,0,"U",""
"3971","215-15",215,15,"D2",0.08706295,"215-15-D2","the",6.1766,3,2,1,2.5,3.67,5.75,0,"U",""
"3972","215-15",215,15,"A1",0.334876992,"215-15-A1","giant",3.1402,5,5,2,2.5,3.67,5.75,0,"U",""
"3973","215-15",215,15,"N2",0.385509737,"215-15-N2","driveway",2.5366,8,6,2,2.5,3.67,5.75,0,"U",""
"3974","215-15",215,15,"C1",0.124367255,"215-15-C1","had",4.9318,3,NA,NA,2.5,3.67,5.75,0,"U",""
"3975","215-15",215,15,"C2",0.059087359,"215-15-C2","a",6.0175,1,NA,NA,2.5,3.67,5.75,0,"U",""
"3976","215-15",215,15,"C3",0.132129404,"215-15-C3","lot",4.4634,3,NA,NA,2.5,3.67,5.75,0,"U",""
"3977","215-16",215,16,"sil_#",0.512808363,"215-16-sil_#"," ",0,1,NA,NA,6.67,6.42,5.75,0.32,"E",""
"3978","215-16",215,16,"D1",0.10377025,"215-16-D1","the",6.1766,3,2,1,6.67,6.42,5.75,0.32,"E",""
"3979","215-16",215,16,"N1",0.403566343,"215-16-N1","eraser",1.716,6,6,3,6.67,6.42,5.75,0.32,"E",""
"3980","215-16",215,16,"P1",0.10813208,"215-16-P1","for",5.5461,3,3,1,6.67,6.42,5.75,0.32,"E",""
"3981","215-16",215,16,"D2",0.081900215,"215-16-D2","the",6.1766,3,2,1,6.67,6.42,5.75,0.32,"E",""
"3982","215-16",215,16,"A1",0.464094852,"215-16-A1","novelty",1.9345,7,7,3,6.67,6.42,5.75,0.32,"E",""
"3983","215-16",215,16,"N2",0.474007304,"215-16-N2","pencils",2.1644,7,7,2,6.67,6.42,5.75,0.32,"E",""
"3984","215-16",215,16,"C1",0.177509206,"215-16-C1","weren't",0,7,NA,NA,6.67,6.42,5.75,0.32,"E",""
"3985","215-16",215,16,"C2",0.623699356,"215-16-C2","working",4.1064,7,NA,NA,6.67,6.42,5.75,0.32,"E",""
"3986","215-17",215,17,"sil_#",0.447474871,"215-17-sil_#"," ",0,1,NA,NA,6.75,6,5.5,0,"U",""
"3987","215-17",215,17,"D1",0.104003414,"215-17-D1","the",6.1766,3,2,1,6.75,6,5.5,0,"U",""
"3988","215-17",215,17,"N1",0.268906417,"215-17-N1","waitress",2.7701,8,6,2,6.75,6,5.5,0,"U",""
"3989","215-17",215,17,"P1",0.086560986,"215-17-P1","for",5.5461,3,3,1,6.75,6,5.5,0,"U",""
"3990","215-17",215,17,"D2",0.070399681,"215-17-D2","the",6.1766,3,2,1,6.75,6,5.5,0,"U",""
"3991","215-17",215,17,"A1",0.526658679,"215-17-A1","impatient",2.316,9,8,3,6.75,6,5.5,0,"U",""
"3992","215-17",215,17,"N2",0.505385977,"215-17-N2","diners",1.6232,6,6,2,6.75,6,5.5,0,"U",""
"3993","215-17",215,17,"sil_N2C1",0.257035366,"215-17-sil_N2C1"," ",0,1,NA,NA,6.75,6,5.5,0,"U",""
"3994","215-17",215,17,"C1",0.477160156,"215-17-C1","didn't",0,6,NA,NA,6.75,6,5.5,0,"U",""
"3995","215-17",215,17,"sil_C1C2",0.145701087,"215-17-sil_C1C2"," ",0,1,NA,NA,6.75,6,5.5,0,"U",""
"3996","215-17",215,17,"C2",0.116084266,"215-17-C2","get",5.3688,3,NA,NA,6.75,6,5.5,0,"U",""
"3997","215-17",215,17,"C3",0.077422471,"215-17-C3","a",6.0175,1,NA,NA,6.75,6,5.5,0,"U",""
"3998","215-18",215,18,"sil_#",0.65629783,"215-18-sil_#"," ",0,1,NA,NA,6.5,6,5.42,0.32,"C",""
"3999","215-18",215,18,"D1",0.076686252,"215-18-D1","the",6.1766,3,2,1,6.5,6,5.42,0.32,"C",""
"4000","215-18",215,18,"N1",0.288084368,"215-18-N1","table",3.7314,5,5,2,6.5,6,5.42,0.32,"C",""
"4001","215-18",215,18,"P1",0.125980536,"215-18-P1","for",5.5461,3,3,1,6.5,6,5.42,0.32,"C",""
"4002","215-18",215,18,"D2",0.093663263,"215-18-D2","the",6.1766,3,2,1,6.5,6,5.42,0.32,"C",""
"4003","215-18",215,18,"A1",0.426017164,"215-18-A1","antique",2.4914,7,5,2,6.5,6,5.42,0.32,"C",""
"4004","215-18",215,18,"N2",0.325537725,"215-18-N2","chairs",2.7033,6,5,1,6.5,6,5.42,0.32,"C",""
"4005","215-18",215,18,"C1",0.117200348,"215-18-C1","was",5.46,3,NA,NA,6.5,6,5.42,0.32,"C",""
"4006","215-18",215,18,"C2",0.30952096,"215-18-C2","also",4.0224,4,NA,NA,6.5,6,5.42,0.32,"C",""
"4007","215-18",215,18,"C3",0.623943158,"215-18-C3","antique",2.4914,7,NA,NA,6.5,6,5.42,0.32,"C",""
"4008","215-19",215,19,"sil_#",0.858882104,"215-19-sil_#"," ",0,1,NA,NA,5.33,5.58,6.08,0.45,"U",""
"4009","215-19",215,19,"D1",0.069417109,"215-19-D1","the",6.1766,3,2,1,5.33,5.58,6.08,0.45,"U",""
"4010","215-19",215,19,"N1",0.283680501,"215-19-N1","resort",2.5478,6,6,2,5.33,5.58,6.08,0.45,"U",""
"4011","215-19",215,19,"P1",0.087144814,"215-19-P1","with",5.4107,4,3,1,5.33,5.58,6.08,0.45,"U",""
"4012","215-19",215,19,"D2",0.054295576,"215-19-D2","the",6.1766,3,2,1,5.33,5.58,6.08,0.45,"U",""
"4013","215-19",215,19,"A1",0.558059649,"215-19-A1","elongated",1.2304,9,9,4,5.33,5.58,6.08,0.45,"U",""
"4014","215-19",215,19,"N2",0.224032438,"215-19-N2","pool",3.3797,4,3,1,5.33,5.58,6.08,0.45,"U",""
"4015","215-19",215,19,"C1",0.11591567,"215-19-C1","had",4.9318,3,NA,NA,5.33,5.58,6.08,0.45,"U",""
"4016","215-19",215,19,"C2",0.224930057,"215-19-C2","lots",3.487,4,NA,NA,5.33,5.58,6.08,0.45,"U",""
"4017","215-19",215,19,"C3",0.038207244,"215-19-C3","of",5.7712,2,NA,NA,5.33,5.58,6.08,0.45,"U",""
"4018","215-2",215,2,"sil_#",0.777310288,"215-2-sil_#"," ",0,1,NA,NA,2.25,2.45,6,0,"U",""
"4019","215-2",215,2,"D1",0.115637326,"215-2-D1","the",6.1766,3,2,1,2.25,2.45,6,0,"U",""
"4020","215-2",215,2,"N1",0.208781574,"215-2-N1","cake",3.3615,4,3,1,2.25,2.45,6,0,"U",""
"4021","215-2",215,2,"P1",0.218336718,"215-2-P1","by",4.8348,2,2,1,2.25,2.45,6,0,"U",""
"4022","215-2",215,2,"D2",0.097978422,"215-2-D2","the",6.1766,3,2,1,2.25,2.45,6,0,"U",""
"4023","215-2",215,2,"A1",0.27072232,"215-2-A1","candy",3.2615,5,5,2,2.25,2.45,6,0,"U",""
"4024","215-2",215,2,"N2",0.498512776,"215-2-N2","figurine",1.1761,8,8,3,2.25,2.45,6,0,"U",""
"4025","215-2",215,2,"C1",0.174721982,"215-2-C1","had",4.9318,3,NA,NA,2.25,2.45,6,0,"U",""
"4026","215-2",215,2,"C2",0.564222622,"215-2-C2","fingerprints",2.7686,12,NA,NA,2.25,2.45,6,0,"U",""
"4027","215-2",215,2,"C3",0.091708439,"215-2-C3","in",5.6976,2,NA,NA,2.25,2.45,6,0,"U",""
"4028","215-20",215,20,"sil_#",0.444640737,"215-20-sil_#"," ",0,1,NA,NA,5.75,5.67,5.33,0,"C",""
"4029","215-20",215,20,"D1",0.08749198,"215-20-D1","the",6.1766,3,2,1,5.75,5.67,5.33,0,"C",""
"4030","215-20",215,20,"N1",0.352616378,"215-20-N1","hydrant",1.7243,7,8,2,5.75,5.67,5.33,0,"C",""
"4031","215-20",215,20,"P1",0.178116324,"215-20-P1","with",5.4107,4,3,1,5.75,5.67,5.33,0,"C",""
"4032","215-20",215,20,"D2",0.070289204,"215-20-D2","the",6.1766,3,2,1,5.75,5.67,5.33,0,"C",""
"4033","215-20",215,20,"A1",0.209200455,"215-20-A1","bent",2.567,4,4,1,5.75,5.67,5.33,0,"C",""
"4034","215-20",215,20,"N2",0.467663708,"215-20-N2","hose",2.6149,4,3,1,5.75,5.67,5.33,0,"C",""
"4035","215-20",215,20,"C1",0.266586132,"215-20-C1","needed",3.683,6,NA,NA,5.75,5.67,5.33,0,"C",""
"4036","215-20",215,20,"C2",0.512192989,"215-20-C2","fixing",2.7275,6,NA,NA,5.75,5.67,5.33,0,"C",""
"4037","215-21",215,21,"sil_#",0.437987413,"215-21-sil_#"," ",0,1,NA,NA,6.67,6.17,6.08,0,"U",""
"4038","215-21",215,21,"D1",0.117541219,"215-21-D1","the",6.1766,3,2,1,6.67,6.17,6.08,0,"U",""
"4039","215-21",215,21,"N1",0.350245428,"215-21-N1","guitar",2.9009,6,5,2,6.67,6.17,6.08,0,"U",""
"4040","215-21",215,21,"P1",0.121772174,"215-21-P1","with",5.4107,4,3,1,6.67,6.17,6.08,0,"U",""
"4041","215-21",215,21,"D2",0.095503266,"215-21-D2","the",6.1766,3,2,1,6.67,6.17,6.08,0,"U",""
"4042","215-21",215,21,"A1",0.450378611,"215-21-A1","faulty",1.9243,6,5,2,6.67,6.17,6.08,0,"U",""
"4043","215-21",215,21,"N2",0.508037405,"215-21-N2","string",2.8109,6,5,1,6.67,6.17,6.08,0,"U",""
"4044","215-21",215,21,"C1",0.203614203,"215-21-C1","went",4.322,4,NA,NA,6.67,6.17,6.08,0,"U",""
"4045","215-21",215,21,"C2",0.122083231,"215-21-C2","to",6.0632,100,NA,NA,6.67,6.17,6.08,0,"U",""
"4046","215-21",215,21,"C3",0.314902048,"215-21-C3","the",6.1766,3,NA,NA,6.67,6.17,6.08,0,"U",""
"4047","215-22",215,22,"sil_#",0.582459065,"215-22-sil_#"," ",0,1,NA,NA,4.17,2.83,6.17,0,"U",""
"4048","215-22",215,22,"D1",0.126435236,"215-22-D1","the",6.1766,3,2,1,4.17,2.83,6.17,0,"U",""
"4049","215-22",215,22,"N1",0.262843381,"215-22-N1","trainer",2.4548,7,6,2,4.17,2.83,6.17,0,"U",""
"4050","215-22",215,22,"P1",0.149108355,"215-22-P1","near",3.6273,4,3,1,4.17,2.83,6.17,0,"U",""
"4051","215-22",215,22,"D2",0.149234467,"215-22-D2","the",6.1766,3,2,1,4.17,2.83,6.17,0,"U",""
"4052","215-22",215,22,"A1",0.413737974,"215-22-A1","confident",2.7356,9,9,3,4.17,2.83,6.17,0,"U",""
"4053","215-22",215,22,"N2",0.842860331,"215-22-N2","actors",2.8096,6,6,2,4.17,2.83,6.17,0,"U",""
"4054","215-22",215,22,"sil_N2C1",0.275847023,"215-22-sil_N2C1"," ",0,1,NA,NA,4.17,2.83,6.17,0,"U",""
"4055","215-22",215,22,"C1",0.168831927,"215-22-C1","blew",3.2071,4,NA,NA,4.17,2.83,6.17,0,"U",""
"4056","215-22",215,22,"C2",0.037823218,"215-22-C2","a",6.0175,1,NA,NA,4.17,2.83,6.17,0,"U",""
"4057","215-22",215,22,"C3",0.486767372,"215-22-C3","baloon",0,6,NA,NA,4.17,2.83,6.17,0,"U",""
"4058","215-23",215,23,"sil_#",0.458883711,"215-23-sil_#"," ",0,1,NA,NA,1.58,2.33,4.67,0,"U",""
"4059","215-23",215,23,"D1",0.096787956,"215-23-D1","the",6.1766,3,2,1,1.58,2.33,4.67,0,"U",""
"4060","215-23",215,23,"N1",0.260964976,"215-23-N1","canoe",2.2625,5,4,2,1.58,2.33,4.67,0,"U",""
"4061","215-23",215,23,"P1",0.178053312,"215-23-P1","near",3.6273,4,3,1,1.58,2.33,4.67,0,"U",""
"4062","215-23",215,23,"D2",0.108961077,"215-23-D2","the",6.1766,3,2,1,1.58,2.33,4.67,0,"U",""
"4063","215-23",215,23,"A1",0.339734718,"215-23-A1","weathered",1.2553,9,5,2,1.58,2.33,4.67,0,"U",""
"4064","215-23",215,23,"N2",0.458238852,"215-23-N2","flags",2.2455,5,5,1,1.58,2.33,4.67,0,"U",""
"4065","215-23",215,23,"C1",0.104919773,"215-23-C1","had",4.9318,3,NA,NA,1.58,2.33,4.67,0,"U",""
"4066","215-23",215,23,"C2",0.033019946,"215-23-C2","a",6.0175,1,NA,NA,1.58,2.33,4.67,0,"U",""
"4067","215-23",215,23,"C3",0.190740943,"215-23-C3","little",4.8679,6,NA,NA,1.58,2.33,4.67,0,"U",""
"4068","215-24",215,24,"sil_#",0.471953853,"215-24-sil_#"," ",0,1,NA,NA,3.92,2.92,5.5,0,"C",""
"4069","215-24",215,24,"D1",0.115857331,"215-24-D1","the",6.1766,3,2,1,3.92,2.92,5.5,0,"C",""
"4070","215-24",215,24,"N1",0.289681125,"215-24-N1","camera",3.4636,6,6,3,3.92,2.92,5.5,0,"C",""
"4071","215-24",215,24,"P1",0.160937044,"215-24-P1","by",4.8348,2,2,1,3.92,2.92,5.5,0,"C",""
"4072","215-24",215,24,"D2",0.088090703,"215-24-D2","the",6.1766,3,2,1,3.92,2.92,5.5,0,"C",""
"4073","215-24",215,24,"A1",0.3537866,"215-24-A1","special",3.8796,7,6,2,3.92,2.92,5.5,0,"C",""
"4074","215-24",215,24,"N2",0.443940346,"215-24-N2","manuals",1.5051,7,8,3,3.92,2.92,5.5,0,"C",""
"4075","215-24",215,24,"C1",0.089467967,"215-24-C1","is",5.6624,2,NA,NA,3.92,2.92,5.5,0,"C",""
"4076","215-24",215,24,"C2",0.16103721,"215-24-C2","on",5.5499,2,NA,NA,3.92,2.92,5.5,0,"C",""
"4077","215-24",215,24,"C3",0.40746852,"215-24-C3","sale",3.1126,4,NA,NA,3.92,2.92,5.5,0,"C",""
"4078","215-3",215,3,"sil_#",0.399970302,"215-3-sil_#"," ",0,1,NA,NA,5.08,3.42,5.25,0,"C",""
"4079","215-3",215,3,"D1",0.064004186,"215-3-D1","the",6.1766,3,2,1,5.08,3.42,5.25,0,"C",""
"4080","215-3",215,3,"N1",0.325118067,"215-3-N1","hammer",2.8041,6,5,2,5.08,3.42,5.25,0,"C",""
"4081","215-3",215,3,"P1",0.165515969,"215-3-P1","by",4.8348,2,2,1,5.08,3.42,5.25,0,"C",""
"4082","215-3",215,3,"D2",0.114497599,"215-3-D2","the",6.1766,3,2,1,5.08,3.42,5.25,0,"C",""
"4083","215-3",215,3,"A1",0.417125253,"215-3-A1","rigid",1.9823,5,5,2,5.08,3.42,5.25,0,"C",""
"4084","215-3",215,3,"N2",0.400321791,"215-3-N2","peg",0,3,3,1,5.08,3.42,5.25,0,"C",""
