"","subitem","subject","item","word.type","seconds","unique.id","word","freq","len.char","len.phon","len.syll","related","integrated","plausibility","association","maincode","dysfluency"
"3652","213-5",213,5,"sil_N2C1",1.057541662,"213-5-sil_N2C1"," ",0,1,NA,NA,2.08,3.42,3.42,0,"C",""
"3653","213-5",213,5,"C1",0.172913148,"213-5-C1","was",5.46,3,NA,NA,2.08,3.42,3.42,0,"C",""
"3654","213-5",213,5,"C2",0.164402328,"213-5-C2","not",5.442,3,NA,NA,2.08,3.42,3.42,0,"C",""
"3655","213-5",213,5,"C3",0.302377738,"213-5-C3","very",4.8014,4,NA,NA,2.08,3.42,3.42,0,"C",""
"3656","213-6",213,6,"sil_#",0.548349653,"213-6-sil_#"," ",0,1,NA,NA,1.92,3.42,3,0,"C","D"
"3657","213-6",213,6,"D1",0.061880703,"213-6-D1","the",6.1766,3,2,1,1.92,3.42,3,0,"C","D"
"3658","213-6",213,6,"N1",0.333583883,"213-6-N1","dam",2.4683,3,3,1,1.92,3.42,3,0,"C","D"
"3659","213-6",213,6,"P1",0.141826385,"213-6-P1","for",5.5461,3,3,1,1.92,3.42,3,0,"C","D"
"3660","213-6",213,6,"D2",0.066589405,"213-6-D2","the",6.1766,3,2,1,1.92,3.42,3,0,"C","D"
"3661","213-6",213,6,"A1",0.38563777,"213-6-A1","musty",1.415,5,5,2,1.92,3.42,3,0,"C","D"
"3662","213-6",213,6,"N2",1.006846309,"213-6-N2","factories",2.0792,9,8,3,1.92,3.42,3,0,"C","D"
"3663","213-6",213,6,"sil_N2C1",1.123818571,"213-6-sil_N2C1"," ",0,1,NA,NA,1.92,3.42,3,0,"C","D"
"3664","213-6",213,6,"C1",0.673369413,"213-6-C1","was",5.46,3,NA,NA,1.92,3.42,3,0,"C","D"
"3665","213-6",213,6,"sil_C1C2",0.239579294,"213-6-sil_C1C2"," ",0,1,NA,NA,1.92,3.42,3,0,"C","D"
"3666","213-6",213,6,"C2",0.398254021,"213-6-C2","going",5.0346,5,NA,NA,1.92,3.42,3,0,"C","D"
"3667","213-6",213,6,"C3",0.08188628,"213-6-C3","to",6.0632,100,NA,NA,1.92,3.42,3,0,"C","D"
"3668","213-8",213,8,"sil_#",0.508391213,"213-8-sil_#"," ",0,1,NA,NA,2,2.83,3.75,0,"C",""
"3669","213-8",213,8,"D1",0.053527568,"213-8-D1","the",6.1766,3,2,1,2,2.83,3.75,0,"C",""
"3670","213-8",213,8,"N1",0.404967288,"213-8-N1","fortress",2.238,8,7,2,2,2.83,3.75,0,"C",""
"3671","213-8",213,8,"P1",0.134422317,"213-8-P1","with",5.4107,4,3,1,2,2.83,3.75,0,"C",""
"3672","213-8",213,8,"D2",0.084391475,"213-8-D2","the",6.1766,3,2,1,2,2.83,3.75,0,"C",""
"3673","213-8",213,8,"A1",0.389331206,"213-8-A1","ancient",3.0438,7,6,2,2,2.83,3.75,0,"C",""
"3674","213-8",213,8,"N2",0.586863977,"213-8-N2","farm",3.1855,4,3,1,2,2.83,3.75,0,"C",""
"3675","213-8",213,8,"sil_N2C1",1.103355282,"213-8-sil_N2C1"," ",0,1,NA,NA,2,2.83,3.75,0,"C",""
"3676","213-8",213,8,"C1",0.216919243,"213-8-C1","was",5.46,3,NA,NA,2,2.83,3.75,0,"C",""
"3677","213-8",213,8,"C2",0.12367579,"213-8-C2","a",6.0175,1,NA,NA,2,2.83,3.75,0,"C",""
"3678","213-8",213,8,"C3",0.446985742,"213-8-C3","popular",3.0711,7,NA,NA,2,2.83,3.75,0,"C",""
"3679","213-9",213,9,"sil_#",0.782915657,"213-9-sil_#"," ",0,1,NA,NA,1.25,3.67,5.67,0,"U",""
"3680","213-9",213,9,"D1",0.052422133,"213-9-D1","the",6.1766,3,2,1,1.25,3.67,5.67,0,"U",""
"3681","213-9",213,9,"N1",0.315059404,"213-9-N1","butler",2.7067,6,6,2,1.25,3.67,5.67,0,"U",""
"3682","213-9",213,9,"P1",0.142679125,"213-9-P1","for",5.5461,3,3,1,1.25,3.67,5.67,0,"U",""
"3683","213-9",213,9,"D2",0.091551075,"213-9-D2","the",6.1766,3,2,1,1.25,3.67,5.67,0,"U",""
"3684","213-9",213,9,"A1",0.523440678,"213-9-A1","spoiled",2.6365,7,5,2,1.25,3.67,5.67,0,"U",""
"3685","213-9",213,9,"N2",0.387541723,"213-9-N2","kid",4.238,3,3,1,1.25,3.67,5.67,0,"U",""
"3686","213-9",213,9,"sil_N2C1",1.012247491,"213-9-sil_N2C1"," ",0,1,NA,NA,1.25,3.67,5.67,0,"U",""
"3687","213-9",213,9,"C1",0.146275776,"213-9-C1","took",4.2419,4,NA,NA,1.25,3.67,5.67,0,"U",""
"3688","213-9",213,9,"C2",0.636492849,"213-9-C2","solace",1.8976,6,NA,NA,1.25,3.67,5.67,0,"U",""
"3689","213-9",213,9,"sil_C2C3",0.259909347,"213-9-sil_C2C3"," ",0,1,NA,NA,1.25,3.67,5.67,0,"U",""
"3690","213-9",213,9,"C3",0.3900347,"213-9-C3","in",5.6976,2,NA,NA,1.25,3.67,5.67,0,"U",""
"3691","214-1",214,1,"sil_#",0.923803796,"214-1-sil_#"," ",0,1,NA,NA,6.5,4.67,6.17,0,"C",""
"3692","214-1",214,1,"D1",0.084674741,"214-1-D1","the",6.1766,3,2,1,6.5,4.67,6.17,0,"C",""
"3693","214-1",214,1,"N1",0.46860568,"214-1-N1","envelope",2.711,8,7,3,6.5,4.67,6.17,0,"C",""
"3694","214-1",214,1,"P1",0.159345832,"214-1-P1","by",4.8348,2,2,1,6.5,4.67,6.17,0,"C",""
"3695","214-1",214,1,"D2",0.192680953,"214-1-D2","the",6.1766,3,2,1,6.5,4.67,6.17,0,"C",""
"3696","214-1",214,1,"A1",0.645647162,"214-1-A1","formal",2.6284,6,5,2,6.5,4.67,6.17,0,"C",""
"3697","214-1",214,1,"N2",0.735260719,"214-1-N2","letters",3.2813,7,6,1,6.5,4.67,6.17,0,"C",""
"3698","214-1",214,1,"sil_N2C1",1.138037351,"214-1-sil_N2C1"," ",0,1,NA,NA,6.5,4.67,6.17,0,"C",""
"3699","214-1",214,1,"C1",0.316392565,"214-1-C1","is",5.6624,2,NA,NA,6.5,4.67,6.17,0,"C",""
"3700","214-1",214,1,"sil_C1C2",0.184381543,"214-1-sil_C1C2"," ",0,1,NA,NA,6.5,4.67,6.17,0,"C",""
"3701","214-1",214,1,"C2",0.396039852,"214-1-C2","pretty",4.3011,6,NA,NA,6.5,4.67,6.17,0,"C",""
"3702","214-10",214,10,"sil_#",0.770120173,"214-10-sil_#"," ",0,1,NA,NA,1.92,3.58,5.58,0,"U",""
"3703","214-10",214,10,"D1",0.092699728,"214-10-D1","the",6.1766,3,2,1,1.92,3.58,5.58,0,"U",""
"3704","214-10",214,10,"N1",0.327234189,"214-10-N1","vase",2.2945,4,3,1,1.92,3.58,5.58,0,"U",""
"3705","214-10",214,10,"P1",0.109969392,"214-10-P1","with",5.4107,4,3,1,1.92,3.58,5.58,0,"U",""
"3706","214-10",214,10,"D2",0.088434762,"214-10-D2","the",6.1766,3,2,1,1.92,3.58,5.58,0,"U",""
"3707","214-10",214,10,"A1",0.48209258,"214-10-A1","vibrant",1.7243,7,7,2,1.92,3.58,5.58,0,"U",""
"3708","214-10",214,10,"N2",0.534162044,"214-10-N2","cover",3.6821,5,5,2,1.92,3.58,5.58,0,"U",""
"3709","214-10",214,10,"sil_N2C1",1.154105296,"214-10-sil_N2C1"," ",0,1,NA,NA,1.92,3.58,5.58,0,"U",""
"3710","214-10",214,10,"C1",0.342385251,"214-10-C1","sat",3.1644,3,NA,NA,1.92,3.58,5.58,0,"U",""
"3711","214-10",214,10,"C2",0.212266137,"214-10-C2","on",5.5499,2,NA,NA,1.92,3.58,5.58,0,"U",""
"3712","214-10",214,10,"C3",0.085540085,"214-10-C3","the",6.1766,3,NA,NA,1.92,3.58,5.58,0,"U",""
"3713","214-11",214,11,"sil_#",0.883517554,"214-11-sil_#"," ",0,1,NA,NA,3.67,3.67,3.92,0,"C",""
"3714","214-11",214,11,"D1",0.075343465,"214-11-D1","the",6.1766,3,2,1,3.67,3.67,3.92,0,"C",""
"3715","214-11",214,11,"N1",0.45092017,"214-11-N1","banana",2.7388,6,6,3,3.67,3.67,3.92,0,"C",""
"3716","214-11",214,11,"P1",0.168551197,"214-11-P1","for",5.5461,3,3,1,3.67,3.67,3.92,0,"C",""
"3717","214-11",214,11,"D2",0.124795606,"214-11-D2","the",6.1766,3,2,1,3.67,3.67,3.92,0,"C",""
"3718","214-11",214,11,"A1",0.566019553,"214-11-A1","popular",3.0711,7,8,3,3.67,3.67,3.92,0,"C",""
"3719","214-11",214,11,"N2",0.880479542,"214-11-N2","sandwich",3.0488,8,7,2,3.67,3.67,3.92,0,"C",""
"3720","214-11",214,11,"sil_N2C1",1.409643563,"214-11-sil_N2C1"," ",0,1,NA,NA,3.67,3.67,3.92,0,"C",""
"3721","214-11",214,11,"C1",0.218024825,"214-11-C1","was",5.46,3,NA,NA,3.67,3.67,3.92,0,"C",""
"3722","214-11",214,11,"C2",0.482618584,"214-11-C2","rotten",2.9504,6,NA,NA,3.67,3.67,3.92,0,"C",""
"3723","214-12",214,12,"sil_#",0.580527854,"214-12-sil_#"," ",0,1,NA,NA,2.64,3.33,4.83,0,"N",""
"3724","214-12",214,12,"D1",0.060663062,"214-12-D1","the",6.1766,3,2,1,2.64,3.33,4.83,0,"N",""
"3725","214-12",214,12,"N1",0.859678509,"214-12-N1","bodyguard",2.4669,9,8,3,2.64,3.33,4.83,0,"N",""
"3726","214-12",214,12,"P1",0.183050412,"214-12-P1","for",5.5461,3,3,1,2.64,3.33,4.83,0,"N",""
"3727","214-12",214,12,"D2",0.110286592,"214-12-D2","the",6.1766,3,2,1,2.64,3.33,4.83,0,"N",""
"3728","214-12",214,12,"A1",0.507215265,"214-12-A1","nervous",3.5348,7,6,2,2.64,3.33,4.83,0,"N",""
"3729","214-12",214,12,"N2",0.715888908,"214-12-N2","jeweler",1.7324,7,7,3,2.64,3.33,4.83,0,"N",""
"3730","214-12",214,12,"sil_N2C1",1.110531349,"214-12-sil_N2C1"," ",0,1,NA,NA,2.64,3.33,4.83,0,"N",""
"3731","214-12",214,12,"C1",0.384924427,"214-12-C1","never",4.8419,5,NA,NA,2.64,3.33,4.83,0,"N",""
"3732","214-12",214,12,"C2",0.237560854,"214-12-C2","saw",4.3123,3,NA,NA,2.64,3.33,4.83,0,"N",""
"3733","214-12",214,12,"C3",0.069790991,"214-12-C3","a",6.0175,1,NA,NA,2.64,3.33,4.83,0,"N",""
"3734","214-13",214,13,"sil_#",0.446017209,"214-13-sil_#"," ",0,1,NA,NA,6.17,6,5.58,0,"U",""
"3735","214-13",214,13,"D1",0.066640727,"214-13-D1","the",6.1766,3,2,1,6.17,6,5.58,0,"U",""
"3736","214-13",214,13,"N1",0.554392008,"214-13-N1","bicycle",2.5289,7,8,3,6.17,6,5.58,0,"U",""
"3737","214-13",214,13,"P1",0.124244747,"214-13-P1","with",5.4107,4,3,1,6.17,6,5.58,0,"U",""
"3738","214-13",214,13,"D2",0.103896381,"214-13-D2","the",6.1766,3,2,1,6.17,6,5.58,0,"U",""
"3739","214-13",214,13,"A1",0.364404036,"214-13-A1","warped",1.9243,6,4,1,6.17,6,5.58,0,"U",""
"3740","214-13",214,13,"N2",0.523181745,"214-13-N2","tires",2.692,5,5,1,6.17,6,5.58,0,"U",""
"3741","214-13",214,13,"C1",0.26359329,"214-13-C1","didn't",0,6,NA,NA,6.17,6,5.58,0,"U",""
"3742","214-13",214,13,"C2",0.178798353,"214-13-C2","go",5.2866,2,NA,NA,6.17,6,5.58,0,"U",""
"3743","214-13",214,13,"C3",0.254866443,"214-13-C3","very",4.8014,4,NA,NA,6.17,6,5.58,0,"U",""
"3744","214-15",214,15,"sil_#",0.827106508,"214-15-sil_#"," ",0,1,NA,NA,6.67,6.67,6.67,0,"U",""
"3745","214-15",214,15,"D1",0.168372729,"214-15-D1","the",6.1766,3,2,1,6.67,6.67,6.67,0,"U",""
"3746","214-15",214,15,"N1",0.31942516,"214-15-N1","church",3.5507,6,6,1,6.67,6.67,6.67,0,"U",""
"3747","214-15",214,15,"P1",0.125576137,"214-15-P1","with",5.4107,4,3,1,6.67,6.67,6.67,0,"U",""
"3748","214-15",214,15,"D2",0.083804525,"214-15-D2","the",6.1766,3,2,1,6.67,6.67,6.67,0,"U",""
"3749","214-15",214,15,"A1",0.504888207,"214-15-A1","giant",3.1402,5,5,2,6.67,6.67,6.67,0,"U",""
"3750","214-15",214,15,"N2",0.943469332,"214-15-N2","crosses",2.2788,7,6,2,6.67,6.67,6.67,0,"U",""
"3751","214-15",214,15,"sil_N2C1",0.299932054,"214-15-sil_N2C1"," ",0,1,NA,NA,6.67,6.67,6.67,0,"U",""
"3752","214-15",214,15,"C1",0.147481479,"214-15-C1","got",5.2269,3,NA,NA,6.67,6.67,6.67,0,"U",""
"3753","214-15",214,15,"C2",0.062785921,"214-15-C2","a",6.0175,1,NA,NA,6.67,6.67,6.67,0,"U",""
"3754","214-15",214,15,"C3",0.270493059,"214-15-C3","large",3.3253,5,NA,NA,6.67,6.67,6.67,0,"U",""
"3755","214-16",214,16,"sil_#",0.743396964,"214-16-sil_#"," ",0,1,NA,NA,6.5,5.92,6.58,1.1,"U",""
"3756","214-16",214,16,"D1",0.090734919,"214-16-D1","the",6.1766,3,2,1,6.5,5.92,6.58,1.1,"U",""
"3757","214-16",214,16,"N1",0.449531923,"214-16-N1","eraser",1.716,6,6,3,6.5,5.92,6.58,1.1,"U",""
"3758","214-16",214,16,"P1",0.17693836,"214-16-P1","for",5.5461,3,3,1,6.5,5.92,6.58,1.1,"U",""
"3759","214-16",214,16,"D2",0.109744498,"214-16-D2","the",6.1766,3,2,1,6.5,5.92,6.58,1.1,"U",""
"3760","214-16",214,16,"A1",0.500741284,"214-16-A1","novelty",1.9345,7,7,3,6.5,5.92,6.58,1.1,"U",""
"3761","214-16",214,16,"N2",0.403225586,"214-16-N2","pencil",2.7024,6,6,2,6.5,5.92,6.58,1.1,"U",""
"3762","214-16",214,16,"C1",0.287854059,"214-16-C1","didn't",0,6,NA,NA,6.5,5.92,6.58,1.1,"U",""
"3763","214-16",214,16,"C2",0.560977378,"214-16-C2","erase",2.5024,5,NA,NA,6.5,5.92,6.58,1.1,"U",""
"3764","214-17",214,17,"sil_#",0.775787923,"214-17-sil_#"," ",0,1,NA,NA,6.58,5.33,6.18,0.45,"U",""
"3765","214-17",214,17,"D1",0.07724794,"214-17-D1","the",6.1766,3,2,1,6.58,5.33,6.18,0.45,"U",""
"3766","214-17",214,17,"N1",0.429805753,"214-17-N1","waitress",2.7701,8,6,2,6.58,5.33,6.18,0.45,"U",""
"3767","214-17",214,17,"P1",0.117215082,"214-17-P1","for",5.5461,3,3,1,6.58,5.33,6.18,0.45,"U",""
"3768","214-17",214,17,"D2",0.116222562,"214-17-D2","the",6.1766,3,2,1,6.58,5.33,6.18,0.45,"U",""
"3769","214-17",214,17,"A1",0.616210116,"214-17-A1","impatient",2.316,9,8,3,6.58,5.33,6.18,0.45,"U",""
"3770","214-17",214,17,"N2",0.554539192,"214-17-N2","diner",2.8014,5,5,2,6.58,5.33,6.18,0.45,"U",""
"3771","214-17",214,17,"sil_N2C1",0.594255254,"214-17-sil_N2C1"," ",0,1,NA,NA,6.58,5.33,6.18,0.45,"U",""
"3772","214-17",214,17,"C1",0.179400127,"214-17-C1","met",3.9894,3,NA,NA,6.58,5.33,6.18,0.45,"U",""
"3773","214-17",214,17,"C2",0.267507129,"214-17-C2","all",5.4204,3,NA,NA,6.58,5.33,6.18,0.45,"U",""
"3774","214-17",214,17,"C3",0.104912561,"214-17-C3","of",5.7712,2,NA,NA,6.58,5.33,6.18,0.45,"U",""
"3775","214-18",214,18,"sil_#",0.669956037,"214-18-sil_#"," ",0,1,NA,NA,6.5,5.75,6.09,0.86,"U",""
"3776","214-18",214,18,"D1",0.116172729,"214-18-D1","the",6.1766,3,2,1,6.5,5.75,6.09,0.86,"U",""
"3777","214-18",214,18,"N1",0.314856655,"214-18-N1","table",3.7314,5,5,2,6.5,5.75,6.09,0.86,"U",""
"3778","214-18",214,18,"P1",0.161186507,"214-18-P1","for",5.5461,3,3,1,6.5,5.75,6.09,0.86,"U",""
"3779","214-18",214,18,"D2",0.122683713,"214-18-D2","the",6.1766,3,2,1,6.5,5.75,6.09,0.86,"U",""
"3780","214-18",214,18,"A1",0.543726798,"214-18-A1","antique",2.4914,7,5,2,6.5,5.75,6.09,0.86,"U",""
"3781","214-18",214,18,"N2",0.647346859,"214-18-N2","chair",3.4,5,4,1,6.5,5.75,6.09,0.86,"U",""
"3782","214-18",214,18,"sil_N2C1",1.522334765,"214-18-sil_N2C1"," ",0,1,NA,NA,6.5,5.75,6.09,0.86,"U",""
"3783","214-18",214,18,"C1",0.358805026,"214-18-C1","didn't",0,6,NA,NA,6.5,5.75,6.09,0.86,"U",""
"3784","214-18",214,18,"C2",0.608580725,"214-18-C2","match",3.4017,5,NA,NA,6.5,5.75,6.09,0.86,"U",""
"3785","214-19",214,19,"sil_#",0.397582192,"214-19-sil_#"," ",0,1,NA,NA,2.38,2.92,5.17,0,"C",""
"3786","214-19",214,19,"D1",0.085659277,"214-19-D1","the",6.1766,3,2,1,2.38,2.92,5.17,0,"C",""
"3787","214-19",214,19,"N1",0.389977287,"214-19-N1","resort",2.5478,6,6,2,2.38,2.92,5.17,0,"C",""
"3788","214-19",214,19,"P1",0.238306104,"214-19-P1","near",3.6273,4,3,1,2.38,2.92,5.17,0,"C",""
"3789","214-19",214,19,"D2",0.166138317,"214-19-D2","the",6.1766,3,2,1,2.38,2.92,5.17,0,"C",""
"3790","214-19",214,19,"A1",0.537324392,"214-19-A1","elaborate",2.3856,9,8,4,2.38,2.92,5.17,0,"C",""
"3791","214-19",214,19,"N2",0.99348459,"214-19-N2","gardens",2.316,7,6,2,2.38,2.92,5.17,0,"C",""
"3792","214-19",214,19,"sil_N2C1",0.07935985,"214-19-sil_N2C1"," ",0,1,NA,NA,2.38,2.92,5.17,0,"C",""
"3793","214-19",214,19,"C1",0.213352469,"214-19-C1","was",5.46,3,NA,NA,2.38,2.92,5.17,0,"C",""
"3794","214-19",214,19,"C2",0.731208937,"214-19-C2","expensive",3.1541,9,NA,NA,2.38,2.92,5.17,0,"C",""
"3795","214-2",214,2,"sil_#",0.479507216,"214-2-sil_#"," ",0,1,NA,NA,5.17,5.18,5.08,0,"C",""
"3796","214-2",214,2,"D1",0.142485352,"214-2-D1","the",6.1766,3,2,1,5.17,5.18,5.08,0,"C",""
"3797","214-2",214,2,"N1",0.288309779,"214-2-N1","cake",3.3615,4,3,1,5.17,5.18,5.08,0,"C",""
"3798","214-2",214,2,"P1",0.166639849,"214-2-P1","by",4.8348,2,2,1,5.17,5.18,5.08,0,"C",""
"3799","214-2",214,2,"D2",0.132119757,"214-2-D2","the",6.1766,3,2,1,5.17,5.18,5.08,0,"C",""
"3800","214-2",214,2,"A1",0.361523038,"214-2-A1","colored",2.5775,7,6,2,5.17,5.18,5.08,0,"C",""
"3801","214-2",214,2,"N2",0.943195621,"214-2-N2","candles",2.73,7,6,2,5.17,5.18,5.08,0,"C",""
"3802","214-2",214,2,"sil_N2C1",0.702240755,"214-2-sil_N2C1"," ",0,1,NA,NA,5.17,5.18,5.08,0,"C",""
"3803","214-2",214,2,"C1",0.534723647,"214-2-C1","was",5.46,3,NA,NA,5.17,5.18,5.08,0,"C",""
"3804","214-2",214,2,"sil_C1C2",0.079461658,"214-2-sil_C1C2"," ",0,1,NA,NA,5.17,5.18,5.08,0,"C",""
"3805","214-2",214,2,"C2",0.290687114,"214-2-C2","white",3.9418,5,NA,NA,5.17,5.18,5.08,0,"C",""
"3806","214-20",214,20,"sil_#",0.668025274,"214-20-sil_#"," ",0,1,NA,NA,2.08,2.42,3.83,0,"U",""
"3807","214-20",214,20,"D1",0.099807307,"214-20-D1","the",6.1766,3,2,1,2.08,2.42,3.83,0,"U",""
"3808","214-20",214,20,"N1",0.416264025,"214-20-N1","hydrant",1.7243,7,8,2,2.08,2.42,3.83,0,"U",""
"3809","214-20",214,20,"P1",0.187368282,"214-20-P1","near",3.6273,4,3,1,2.08,2.42,3.83,0,"U",""
"3810","214-20",214,20,"D2",0.143397222,"214-20-D2","the",6.1766,3,2,1,2.08,2.42,3.83,0,"U",""
"3811","214-20",214,20,"sil_D2A1",0.105225015,"214-20-sil_D2A1"," ",0,1,NA,NA,2.08,2.42,3.83,0,"U",""
"3812","214-20",214,20,"A1",0.239941428,"214-20-A1","bright",3.3553,6,4,1,2.08,2.42,3.83,0,"U",""
"3813","214-20",214,20,"N2",0.995628256,"214-20-N2","reflectors",0.9031,10,10,3,2.08,2.42,3.83,0,"U",""
"3814","214-20",214,20,"sil_N2C1",0.362625371,"214-20-sil_N2C1"," ",0,1,NA,NA,2.08,2.42,3.83,0,"U",""
"3815","214-20",214,20,"C1",0.307376756,"214-20-C1","sprung",2.1206,6,NA,NA,2.08,2.42,3.83,0,"U",""
"3816","214-20",214,20,"C2",0.062512973,"214-20-C2","a",6.0175,1,NA,NA,2.08,2.42,3.83,0,"U",""
"3817","214-20",214,20,"C3",0.510597362,"214-20-C3","leak",2.7143,4,NA,NA,2.08,2.42,3.83,0,"U",""
"3818","214-21",214,21,"sil_#",0.812317487,"214-21-sil_#"," ",0,1,NA,NA,3.75,3.58,3.83,0,"C",""
"3819","214-21",214,21,"D1",0.12432146,"214-21-D1","the",6.1766,3,2,1,3.75,3.58,3.83,0,"C",""
"3820","214-21",214,21,"N1",0.408261013,"214-21-N1","guitar",2.9009,6,5,2,3.75,3.58,3.83,0,"C",""
"3821","214-21",214,21,"P1",0.191136928,"214-21-P1","near",3.6273,4,3,1,3.75,3.58,3.83,0,"C",""
"3822","214-21",214,21,"D2",0.140734514,"214-21-D2","the",6.1766,3,2,1,3.75,3.58,3.83,0,"C",""
"3823","214-21",214,21,"A1",0.408289487,"214-21-A1","faulty",1.9243,6,5,2,3.75,3.58,3.83,0,"C",""
"3824","214-21",214,21,"N2",0.637791238,"214-21-N2","pedals",1.5911,6,6,2,3.75,3.58,3.83,0,"C",""
"3825","214-21",214,21,"sil_N2C1",1.0036488,"214-21-sil_N2C1"," ",0,1,NA,NA,3.75,3.58,3.83,0,"C",""
"3826","214-21",214,21,"C1",0.77251226,"214-21-C1","was",5.46,3,NA,NA,3.75,3.58,3.83,0,"C",""
"3827","214-21",214,21,"sil_C1C2",1.423211541,"214-21-sil_C1C2"," ",0,1,NA,NA,3.75,3.58,3.83,0,"C",""
"3828","214-21",214,21,"C2",0.061409157,"214-21-C2","the",6.1766,3,NA,NA,3.75,3.58,3.83,0,"C",""
"3829","214-21",214,21,"C3",0.359742846,"214-21-C3","best",4.3144,4,NA,NA,3.75,3.58,3.83,0,"C",""
"3830","214-22",214,22,"sil_#",1.065603573,"214-22-sil_#"," ",0,1,NA,NA,3.5,2.83,6.42,0,"U",""
"3831","214-22",214,22,"D1",0.096471993,"214-22-D1","the",6.1766,3,2,1,3.5,2.83,6.42,0,"U",""
"3832","214-22",214,22,"N1",0.345251697,"214-22-N1","trainer",2.4548,7,6,2,3.5,2.83,6.42,0,"U",""
"3833","214-22",214,22,"P1",0.199866724,"214-22-P1","near",3.6273,4,3,1,3.5,2.83,6.42,0,"U",""
"3834","214-22",214,22,"D2",0.127178929,"214-22-D2","the",6.1766,3,2,1,3.5,2.83,6.42,0,"U",""
"3835","214-22",214,22,"A1",0.490902623,"214-22-A1","confident",2.7356,9,9,3,3.5,2.83,6.42,0,"U",""
"3836","214-22",214,22,"N2",0.60997754,"214-22-N2","actor",3.1284,5,5,2,3.5,2.83,6.42,0,"U",""
"3837","214-22",214,22,"sil_N2C1",0.387713151,"214-22-sil_N2C1"," ",0,1,NA,NA,3.5,2.83,6.42,0,"U",""
"3838","214-22",214,22,"C1",0.591454035,"214-22-C1","smiled",2.4014,6,NA,NA,3.5,2.83,6.42,0,"U",""
"3839","214-24",214,24,"sil_#",0.568918175,"214-24-sil_#"," ",0,1,NA,NA,5.17,2.92,5.08,0,"U",""
"3840","214-24",214,24,"D1",0.067868652,"214-24-D1","the",6.1766,3,2,1,5.17,2.92,5.08,0,"U",""
"3841","214-24",214,24,"N1",0.404506728,"214-24-N1","camera",3.4636,6,6,3,5.17,2.92,5.08,0,"U",""
"3842","214-24",214,24,"P1",0.189453949,"214-24-P1","by",4.8348,2,2,1,5.17,2.92,5.08,0,"U",""
"3843","214-24",214,24,"D2",0.103763362,"214-24-D2","the",6.1766,3,2,1,5.17,2.92,5.08,0,"U",""
"3844","214-24",214,24,"A1",0.473627899,"214-24-A1","special",3.8796,7,6,2,5.17,2.92,5.08,0,"U",""
"3845","214-24",214,24,"N2",0.777289494,"214-24-N2","manual",2.6117,6,7,3,5.17,2.92,5.08,0,"U",""
"3846","214-24",214,24,"sil_N2C1",1.388754336,"214-24-sil_N2C1"," ",0,1,NA,NA,5.17,2.92,5.08,0,"U",""
"3847","214-24",214,24,"C1",0.113200796,"214-24-C1","did",5.077,3,NA,NA,5.17,2.92,5.08,0,"U",""
"3848","214-24",214,24,"C2",0.361724193,"214-24-C2","not",5.442,3,NA,NA,5.17,2.92,5.08,0,"U",""
"3849","214-24",214,24,"sil_C2C3",0.293516384,"214-24-sil_C2C3"," ",0,1,NA,NA,5.17,2.92,5.08,0,"U",""
"3850","214-24",214,24,"C3",0.377929429,"214-24-C3","belong",3.3549,6,NA,NA,5.17,2.92,5.08,0,"U",""
"3851","214-3",214,3,"sil_#",0.743907527,"214-3-sil_#"," ",0,1,NA,NA,6.75,4.67,6.42,0.32,"C",""
"3852","214-3",214,3,"D1",0.103146942,"214-3-D1","the",6.1766,3,2,1,6.75,4.67,6.42,0.32,"C",""
"3853","214-3",214,3,"N1",0.350761069,"214-3-N1","hammer",2.8041,6,5,2,6.75,4.67,6.42,0.32,"C",""
"3854","214-3",214,3,"P1",0.154056712,"214-3-P1","by",4.8348,2,2,1,6.75,4.67,6.42,0.32,"C",""
"3855","214-3",214,3,"D2",0.077400927,"214-3-D2","the",6.1766,3,2,1,6.75,4.67,6.42,0.32,"C",""
"3856","214-3",214,3,"A1",0.407432658,"214-3-A1","rusty",0,5,5,2,6.75,4.67,6.42,0.32,"C",""
"3857","214-3",214,3,"N2",0.771533572,"214-3-N2","nails",2.7513,5,5,1,6.75,4.67,6.42,0.32,"C",""
"3858","214-3",214,3,"sil_N2C1",0.164650063,"214-3-sil_N2C1"," ",0,1,NA,NA,6.75,4.67,6.42,0.32,"C",""
"3859","214-3",214,3,"C1",0.166815259,"214-3-C1","had",4.9318,3,NA,NA,6.75,4.67,6.42,0.32,"C",""
"3860","214-3",214,3,"C2",0.284892789,"214-3-C2","never",4.8419,5,NA,NA,6.75,4.67,6.42,0.32,"C",""
"3861","214-3",214,3,"C3",0.164012107,"214-3-C3","been",4.9473,4,NA,NA,6.75,4.67,6.42,0.32,"C",""
"3862","214-4",214,4,"sil_#",0.826530875,"214-4-sil_#"," ",0,1,NA,NA,6.5,4.75,6.25,0,"C",""
"3863","214-4",214,4,"D1",0.149892804,"214-4-D1","the",6.1766,3,2,1,6.5,4.75,6.25,0,"C",""
"3864","214-4",214,4,"N1",0.363815326,"214-4-N1","coach",3.3856,5,4,1,6.5,4.75,6.25,0,"C",""
"3865","214-4",214,4,"sil_N1P1",0.716135378,"214-4-sil_N1P1"," ",0,1,NA,NA,6.5,4.75,6.25,0,"C",""
"3866","214-4",214,4,"P1",0.164532167,"214-4-P1","near",3.6273,4,3,1,6.5,4.75,6.25,0,"C",""
