Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,RANK,RANKlog
ilk,14,13,14,13,0.27,1.1761,0.15,1.1461,31265,4.495058433
ill,1085,698,1060,686,21.27,3.0358,8.32,2.8445,2530,3.403120521
illegal,1199,857,1145,831,23.51,3.0792,10.22,2.9335,2354,3.371806459
illegality,4,4,4,4,0.08,0.6990,0.05,0.6990,46505,4.667499649
illegally,113,97,109,94,2.22,2.0569,1.16,1.9912,11148,4.04719696
illegals,25,18,24,17,0.49,1.4150,0.21,1.2788,24827,4.394924244
illegible,9,8,9,8,0.18,1.0000,0.10,0.9542,36896,4.566979286
illegitimacy,2,2,2,2,0.04,0.4771,0.02,0.4771,55754,4.746276031
illegitimate,68,61,65,59,1.33,1.8388,0.73,1.7924,14879,4.172573744
illest,2,2,2,2,0.04,0.4771,0.02,0.4771,55755,4.74628382
illicit,36,33,36,33,0.71,1.5682,0.39,1.5315,20787,4.317791816
illicitly,2,2,1,1,0.04,0.4771,0.02,0.4771,55756,4.746291609
illimitable,2,2,2,2,0.04,0.4771,0.02,0.4771,55757,4.746299399
illing,4,2,4,2,0.08,0.6990,0.02,0.4771,48516,4.685884987
Illinois,90,76,1,1,1.76,1.9590,0.91,1.8865,12722,4.104555391
illiteracy,6,6,4,4,0.12,0.8451,0.07,0.8451,41425,4.617262517
illiterate,50,41,49,40,0.98,1.7076,0.49,1.6232,17618,4.245956606
illiterates,4,4,4,4,0.08,0.6990,0.05,0.6990,46506,4.667508987
illness,371,281,366,279,7.27,2.5705,3.35,2.4502,5397,3.732152418
illnesses,35,34,34,33,0.69,1.5563,0.41,1.5441,21022,4.322674032
illogic,2,2,2,2,0.04,0.4771,0.02,0.4771,55758,4.746307188
illogical,29,25,29,25,0.57,1.4771,0.30,1.4150,23090,4.363423933
ills,26,22,26,22,0.51,1.4314,0.26,1.3617,24316,4.385892135
illuminate,42,38,38,35,0.82,1.6335,0.45,1.5911,19256,4.284566077
illuminated,18,15,18,15,0.35,1.2788,0.18,1.2041,28539,4.455438751
illuminates,6,6,5,5,0.12,0.8451,0.07,0.8451,41426,4.617273001
illuminati,2,2,2,2,0.04,0.4771,0.02,0.4771,55759,4.746314976
illuminating,24,22,23,21,0.47,1.3979,0.26,1.3617,25094,4.399569894
illumination,34,26,33,25,0.67,1.5441,0.31,1.4314,21439,4.331204524
illusion,421,305,412,301,8.25,2.6253,3.64,2.4857,4960,3.695481676
illusionary,2,1,2,1,0.04,0.4771,0.01,0.3010,59561,4.774961981
illusionist,7,5,6,4,0.14,0.9031,0.06,0.7782,40508,4.607540801
illusionists,2,2,1,1,0.04,0.4771,0.02,0.4771,55760,4.746322765
illusions,125,96,115,91,2.45,2.1004,1.14,1.9868,10563,4.02378728
illusive,6,6,6,6,0.12,0.8451,0.07,0.8451,41427,4.617283484
illusory,2,2,2,2,0.04,0.4771,0.02,0.4771,55761,4.746330554
illustrate,40,39,40,39,0.78,1.6128,0.46,1.6021,19687,4.294179541
illustrated,31,30,28,27,0.61,1.5051,0.36,1.4914,22231,4.346958999
illustrates,17,17,17,17,0.33,1.2553,0.20,1.2553,28883,4.4606423
illustrating,10,10,9,9,0.20,1.0414,0.12,1.0414,35198,4.546517987
illustration,24,23,24,23,0.47,1.3979,0.27,1.3802,25032,4.39849555
illustrations,29,22,29,22,0.57,1.4771,0.26,1.3617,23177,4.365057221
illustrator,12,6,9,5,0.24,1.1139,0.07,0.8451,33706,4.527707216
illustrious,72,59,72,59,1.41,1.8633,0.70,1.7782,14455,4.160018096
im,263,135,187,111,5.16,2.4216,1.61,2.1335,6743,3.82885316
image,1154,818,1138,812,22.63,3.0626,9.75,2.9133,2420,3.383815366
imaged,2,2,2,2,0.04,0.4771,0.02,0.4771,55762,4.746338342
imager,4,4,4,4,0.08,0.6990,0.05,0.6990,46507,4.667518326
imagery,74,62,72,62,1.45,1.8751,0.74,1.7993,14234,4.153326961
images,401,281,381,270,7.86,2.6042,3.35,2.4502,5124,3.709609121
imaginable,48,46,48,46,0.94,1.6902,0.55,1.6721,17912,4.253144081
imaginary,222,162,217,159,4.35,2.3483,1.93,2.2122,7493,3.874655733
imagination,885,650,873,643,17.35,2.9474,7.75,2.8136,2946,3.469232743
imaginations,44,41,44,41,0.86,1.6532,0.49,1.6232,18767,4.273394854
imaginative,70,62,70,62,1.37,1.8513,0.74,1.7993,14651,4.165867268
imagine,4133,2727,3427,2366,81.04,3.6164,32.51,3.4358,904,2.95616843
imagined,505,434,504,433,9.90,2.7042,5.17,2.6385,4405,3.643945913
imagines,29,27,28,26,0.57,1.4771,0.32,1.4472,22991,4.361557861
imaging,64,55,61,53,1.25,1.8129,0.66,1.7482,15441,4.188675423
imagining,247,214,231,200,4.84,2.3945,2.55,2.3324,7019,3.846275242
imaginings,10,10,9,9,0.20,1.0414,0.12,1.0414,35199,4.546530325
imam,17,6,11,4,0.33,1.2553,0.07,0.8451,29450,4.469085299
imbalance,54,49,53,48,1.06,1.7404,0.58,1.6990,16893,4.227706782
imbalanced,6,6,6,6,0.12,0.8451,0.07,0.8451,41428,4.617293968
imbalances,6,6,6,6,0.12,0.8451,0.07,0.8451,41429,4.617304451
imbecile,147,109,130,97,2.88,2.1703,1.30,2.0414,9569,3.980866555
imbeciles,24,21,22,19,0.47,1.3979,0.25,1.3424,25164,4.400779677
imbecilic,11,8,10,8,0.22,1.0792,0.10,0.9542,34668,4.539928788
imbecility,4,4,4,4,0.08,0.6990,0.05,0.6990,46508,4.667527664
imbed,2,2,2,2,0.04,0.4771,0.02,0.4771,55763,4.74634613
imbedded,7,7,7,7,0.14,0.9031,0.08,0.9031,39600,4.597695186
imbedding,3,3,3,3,0.06,0.6021,0.04,0.6021,50286,4.701447091
imbibe,8,8,8,8,0.16,0.9542,0.10,0.9542,37921,4.578879781
imbibed,3,3,3,3,0.06,0.6021,0.04,0.6021,50287,4.701455727
imbibing,6,6,4,4,0.12,0.8451,0.07,0.8451,41430,4.617314933
imbue,5,5,5,5,0.10,0.7782,0.06,0.7782,43673,4.640213026
imbued,9,9,9,9,0.18,1.0000,0.11,1.0000,36482,4.562078639
imbuing,2,2,2,2,0.04,0.4771,0.02,0.4771,55764,4.746353919
imidazole,2,1,1,1,0.04,0.4771,0.01,0.3010,59562,4.774969272
imitate,92,78,89,77,1.80,1.9685,0.93,1.8976,12581,4.099715162
imitated,14,14,14,14,0.27,1.1761,0.17,1.1761,31084,4.4925369
imitates,48,40,42,34,0.94,1.6902,0.48,1.6128,18002,4.255320757
imitating,92,76,80,65,1.80,1.9685,0.91,1.8865,12587,4.099922232
imitation,139,115,129,108,2.73,2.1461,1.37,2.0645,9888,3.995108458
imitations,34,23,30,22,0.67,1.5441,0.27,1.3802,21476,4.331953395
imitator,6,4,6,4,0.12,0.8451,0.05,0.6990,42627,4.629684769
imitators,12,8,12,8,0.24,1.1139,0.10,0.9542,33584,4.526132421
immaculate,40,36,37,33,0.78,1.6128,0.43,1.5682,19732,4.295171107
immaculately,2,2,2,2,0.04,0.4771,0.02,0.4771,55765,4.746361707
immaterial,45,39,42,36,0.88,1.6628,0.46,1.6021,18599,4.269489594
immature,167,149,164,148,3.27,2.2253,1.78,2.1761,8849,3.946894195
immaturity,11,11,10,10,0.22,1.0792,0.13,1.0792,34001,4.53149169
immeasurable,15,15,15,15,0.29,1.2041,0.18,1.2041,30306,4.481528619
immeasurably,9,9,9,9,0.18,1.0000,0.11,1.0000,36483,4.562090543
immediacy,8,8,8,8,0.16,0.9542,0.10,0.9542,37922,4.578891234
immediate,571,488,556,479,11.20,2.7574,5.82,2.6893,4048,3.607240504
immediately,2446,1616,2319,1552,47.96,3.3886,19.27,3.2087,1359,3.133219457
immemorial,4,4,4,4,0.08,0.6990,0.05,0.6990,46509,4.667537002
immense,82,66,77,66,1.61,1.9191,0.79,1.8261,13434,4.128205344
immensely,62,55,57,51,1.22,1.7993,0.66,1.7482,15665,4.194930399
immensity,3,3,3,3,0.06,0.6021,0.04,0.6021,50288,4.701464364
immerse,14,12,12,11,0.27,1.1761,0.14,1.1139,31421,4.497220003
immersed,27,25,27,25,0.53,1.4472,0.30,1.4150,23796,4.37650396
immersing,2,2,1,1,0.04,0.4771,0.02,0.4771,55766,4.746369494
immersion,6,5,6,5,0.12,0.8451,0.06,0.7782,42196,4.625271284
immigrant,79,61,79,61,1.55,1.9031,0.73,1.7924,13756,4.138492167
immigrants,77,56,69,51,1.51,1.8921,0.67,1.7559,13969,4.145165317
immigrate,5,5,5,5,0.10,0.7782,0.06,0.7782,43674,4.64022297
immigrated,15,12,15,12,0.29,1.2041,0.14,1.1139,30709,4.487265674
immigration,128,85,103,73,2.51,2.1106,1.01,1.9345,10403,4.017158598
imminence,4,4,4,4,0.08,0.6990,0.05,0.6990,46510,4.66754634
imminent,123,101,119,99,2.41,2.0934,1.20,2.0086,10654,4.027512692
imminently,4,3,4,3,0.08,0.6990,0.04,0.6021,47949,4.680779554
immobile,25,24,24,23,0.49,1.4150,0.29,1.3979,24581,4.390599547
immobilise,4,4,4,4,0.08,0.6990,0.05,0.6990,46511,4.667555677
immobilised,3,3,3,3,0.06,0.6021,0.04,0.6021,50289,4.701473
immobility,2,2,2,2,0.04,0.4771,0.02,0.4771,55767,4.746377282
immobilize,7,7,7,7,0.14,0.9031,0.08,0.9031,39601,4.597706153
immobilized,12,11,11,11,0.24,1.1139,0.13,1.0792,33126,4.520168998
immobilizer,2,2,2,2,0.04,0.4771,0.02,0.4771,55768,4.74638507
immoderate,7,4,7,4,0.14,0.9031,0.05,0.6990,40710,4.609701102
immodest,18,18,18,18,0.35,1.2788,0.21,1.2788,28245,4.450941579
immolate,4,4,4,4,0.08,0.6990,0.05,0.6990,46512,4.667565014
immolation,3,3,2,2,0.06,0.6021,0.04,0.6021,50290,4.701481636
immoral,133,112,122,106,2.61,2.1271,1.34,2.0531,10148,4.006380459
immorality,22,20,21,19,0.43,1.3617,0.24,1.3222,26084,4.416374192
immortal,260,185,249,180,5.10,2.4166,2.21,2.2695,6797,3.83231727
immortality,102,83,92,77,2.00,2.0128,0.99,1.9243,11868,4.074377538
immortalize,8,8,6,6,0.16,0.9542,0.10,0.9542,37923,4.578902686
immortalized,16,15,15,14,0.31,1.2304,0.18,1.2041,29703,4.472800315
immortals,24,18,18,14,0.47,1.3979,0.21,1.2788,25284,4.402845782
immovable,8,7,8,7,0.16,0.9542,0.08,0.9031,38447,4.584862458
immune,221,166,216,164,4.33,2.3464,1.98,2.2227,7508,3.875524264
immunisations,3,3,3,3,0.06,0.6021,0.04,0.6021,50291,4.701490271
immunities,5,5,5,5,0.10,0.7782,0.06,0.7782,43675,4.640232914
immunity,216,132,205,129,4.24,2.3365,1.57,2.1239,7627,3.882353746
immunization,11,10,11,10,0.22,1.0792,0.12,1.0414,34310,4.535420718
immunizations,3,3,3,3,0.06,0.6021,0.04,0.6021,50292,4.701498907
immunize,2,2,2,2,0.04,0.4771,0.02,0.4771,55769,4.746392857
immunized,3,3,3,3,0.06,0.6021,0.04,0.6021,50293,4.701507542
immunizing,2,2,2,2,0.04,0.4771,0.02,0.4771,55770,4.746400644
immunosuppressant,2,2,2,2,0.04,0.4771,0.02,0.4771,55771,4.746408432
immunosuppression,4,1,4,1,0.08,0.6990,0.01,0.3010,48833,4.688713405
immunosuppressive,3,3,3,3,0.06,0.6021,0.04,0.6021,50294,4.701516177
immutable,8,7,8,7,0.16,0.9542,0.08,0.9031,38448,4.584873753
imp,14,12,13,11,0.27,1.1761,0.14,1.1139,31422,4.497233824
impact,480,357,462,347,9.41,2.6821,4.26,2.5539,4576,3.660486016
impacted,26,24,25,23,0.51,1.4314,0.29,1.3979,24230,4.384353414
impactful,3,3,2,2,0.06,0.6021,0.04,0.6021,50295,4.701524812
impacting,5,5,5,5,0.10,0.7782,0.06,0.7782,43676,4.640242857
impacts,18,14,18,14,0.35,1.2788,0.17,1.1761,28609,4.456502678
impair,8,8,8,8,0.16,0.9542,0.10,0.9542,37924,4.578914138
impaired,43,40,43,40,0.84,1.6435,0.48,1.6128,18987,4.27845635
impairing,5,5,5,5,0.10,0.7782,0.06,0.7782,43677,4.640252801
impairment,10,6,10,6,0.20,1.0414,0.07,0.8451,36049,4.556893222
impairs,6,6,6,6,0.12,0.8451,0.07,0.8451,41431,4.617325416
impala,5,4,4,3,0.10,0.7782,0.05,0.6990,44759,4.650880375
impale,17,14,16,13,0.33,1.2553,0.17,1.1761,29190,4.465234095
impaled,37,25,36,25,0.73,1.5798,0.30,1.4150,20636,4.314625519
impalement,6,5,6,5,0.12,0.8451,0.06,0.7782,42197,4.625281576
impaling,2,2,2,2,0.04,0.4771,0.02,0.4771,55772,4.746416219
impanel,3,3,3,3,0.06,0.6021,0.04,0.6021,50296,4.701533447
impaneled,2,2,2,2,0.04,0.4771,0.02,0.4771,55773,4.746424006
impart,27,26,27,26,0.53,1.4472,0.31,1.4314,23756,4.375773317
imparted,10,10,10,10,0.20,1.0414,0.12,1.0414,35200,4.546542663
impartial,51,44,50,44,1.00,1.7160,0.52,1.6532,17435,4.241421952
impartiality,6,6,6,6,0.12,0.8451,0.07,0.8451,41432,4.617335898
impartially,3,3,3,3,0.06,0.6021,0.04,0.6021,50297,4.701542082
imparting,3,3,3,3,0.06,0.6021,0.04,0.6021,50298,4.701550717
imparts,2,2,2,2,0.04,0.4771,0.02,0.4771,55774,4.746431792
impassable,16,15,14,13,0.31,1.2304,0.18,1.2041,29704,4.472814936
impasse,14,12,14,12,0.27,1.1761,0.14,1.1139,31423,4.497247645
impassioned,19,18,19,18,0.37,1.3010,0.21,1.2788,27745,4.443184729
impasto,2,2,2,2,0.04,0.4771,0.02,0.4771,55775,4.746439579
impatience,35,33,30,28,0.69,1.5563,0.39,1.5315,21041,4.323066376
impatiens,2,2,1,1,0.04,0.4771,0.02,0.4771,55776,4.746447365
impatient,206,183,200,179,4.04,2.3160,2.18,2.2648,7832,3.893872679
impatiently,12,12,12,12,0.24,1.1139,0.14,1.1139,32867,4.516760065
impeach,21,13,21,13,0.41,1.3424,0.15,1.1461,26889,4.429574651
impeached,27,8,27,8,0.53,1.4472,0.10,0.9542,24087,4.381782713
impeaching,3,3,3,3,0.06,0.6021,0.04,0.6021,50299,4.701559351
impeachment,29,16,28,16,0.57,1.4771,0.19,1.2304,23269,4.36677772
impeccable,81,73,74,67,1.59,1.9138,0.87,1.8692,13509,4.130623202
impeccably,15,14,14,13,0.29,1.2041,0.17,1.1761,30454,4.483644343
impecunious,3,2,2,2,0.06,0.6021,0.02,0.4771,52487,4.720051751
impede,26,24,26,24,0.51,1.4314,0.29,1.3979,24231,4.384371338
impeded,8,7,8,7,0.16,0.9542,0.08,0.9031,38449,4.584885049
impedes,5,4,5,4,0.10,0.7782,0.05,0.6990,44760,4.650890078
impediment,30,26,30,26,0.59,1.4914,0.31,1.4314,22696,4.355949323
impediments,5,5,5,5,0.10,0.7782,0.06,0.7782,43678,4.640262744
impeding,12,12,11,11,0.24,1.1139,0.14,1.1139,32868,4.516773278
impel,3,3,3,3,0.06,0.6021,0.04,0.6021,50300,4.701567985
impelled,6,6,6,6,0.12,0.8451,0.07,0.8451,41433,4.61734638
impeller,7,1,7,1,0.14,0.9031,0.01,0.3010,40972,4.612487164
impending,55,49,53,47,1.08,1.7482,0.58,1.6990,16728,4.22344402
impenetrable,52,45,51,44,1.02,1.7243,0.54,1.6628,17255,4.236914964
imperative,127,113,122,110,2.49,2.1072,1.35,2.0569,10433,4.018409207
imperatives,2,2,2,2,0.04,0.4771,0.02,0.4771,55777,4.746455152
imperceptible,3,3,3,3,0.06,0.6021,0.04,0.6021,50301,4.701576619
imperceptibly,3,3,2,2,0.06,0.6021,0.04,0.6021,50302,4.701585253
imperfect,49,41,48,41,0.96,1.6990,0.49,1.6232,17787,4.250102705
imperfection,15,14,15,14,0.29,1.2041,0.17,1.1761,30455,4.483658604
imperfections,23,20,21,19,0.45,1.3802,0.24,1.3222,25653,4.409138161
imperial,126,63,101,48,2.47,2.1038,0.75,1.8062,10533,4.022552084
imperialism,11,10,11,10,0.22,1.0792,0.12,1.0414,34311,4.535433376
imperialist,26,20,22,17,0.51,1.4314,0.24,1.3222,24362,4.386712939
imperialistic,7,7,7,7,0.14,0.9031,0.08,0.9031,39602,4.597717119
imperialists,12,8,12,8,0.24,1.1139,0.10,0.9542,33585,4.526145353
imperil,4,4,4,4,0.08,0.6990,0.05,0.6990,46513,4.667574352
imperilled,3,2,3,2,0.06,0.6021,0.02,0.4771,52488,4.720060025
imperious,15,12,8,8,0.29,1.2041,0.14,1.1139,30710,4.487279816
imperishable,4,4,4,4,0.08,0.6990,0.05,0.6990,46514,4.667583689
impermanence,2,2,2,2,0.04,0.4771,0.02,0.4771,55778,4.746462938
impermeable,5,4,5,4,0.10,0.7782,0.05,0.6990,44761,4.65089978
impersonal,44,42,43,41,0.86,1.6532,0.50,1.6335,18745,4.272885445
impersonate,33,30,32,30,0.65,1.5315,0.36,1.4914,21635,4.3351569
impersonated,13,13,13,13,0.25,1.1461,0.15,1.1461,31959,4.504593182
impersonates,3,3,3,3,0.06,0.6021,0.04,0.6021,50303,4.701593887
impersonating,74,62,66,57,1.45,1.8751,0.74,1.7993,14235,4.153357471
impersonation,23,23,22,22,0.45,1.3802,0.27,1.3802,25485,4.406284638
impersonations,12,12,11,11,0.24,1.1139,0.14,1.1139,32869,4.516786491
impersonator,28,19,28,19,0.55,1.4624,0.23,1.3010,23611,4.373114381
impersonators,17,11,17,11,0.33,1.2553,0.13,1.0792,29357,4.467711673
impertinence,30,28,29,27,0.59,1.4914,0.33,1.4624,22634,4.354761312
impertinent,55,43,50,39,1.08,1.7482,0.51,1.6435,16771,4.224558959
impervious,31,27,27,24,0.61,1.5051,0.32,1.4472,22338,4.349044287
Impetigo,3,2,1,1,0.06,0.6021,0.02,0.4771,52489,4.720068299
impetuosity,2,2,2,2,0.04,0.4771,0.02,0.4771,55779,4.746470724
impetuous,58,48,52,44,1.14,1.7709,0.57,1.6902,16254,4.210960255
impetuousness,2,2,2,2,0.04,0.4771,0.02,0.4771,55780,4.74647851
impetus,7,7,7,7,0.14,0.9031,0.08,0.9031,39603,4.597728086
impinge,6,5,6,5,0.12,0.8451,0.06,0.7782,42198,4.625291868
impinged,2,2,2,2,0.04,0.4771,0.02,0.4771,55781,4.746486296
impinging,6,4,6,4,0.12,0.8451,0.05,0.6990,42628,4.629694957
impious,2,2,1,1,0.04,0.4771,0.02,0.4771,55782,4.746494081
impish,5,5,4,4,0.10,0.7782,0.06,0.7782,43679,4.640272687
implacable,8,7,8,7,0.16,0.9542,0.08,0.9031,38450,4.584896344
implant,109,79,106,79,2.14,2.0414,0.94,1.9031,11434,4.058198188
implantation,6,6,5,5,0.12,0.8451,0.07,0.8451,41434,4.617356862
implanted,62,52,61,51,1.22,1.7993,0.62,1.7243,15684,4.195456834
implanting,9,9,8,8,0.18,1.0000,0.11,1.0000,36484,4.562102447
implants,141,88,131,84,2.76,2.1523,1.05,1.9494,9809,3.991624735
implausible,4,4,4,4,0.08,0.6990,0.05,0.6990,46515,4.667593025
implement,63,55,60,53,1.24,1.8062,0.66,1.7482,15559,4.191981681
implementation,9,9,9,9,0.18,1.0000,0.11,1.0000,36485,4.562114351
implemented,14,12,14,12,0.27,1.1761,0.14,1.1139,31424,4.497261466
implementing,29,29,27,27,0.57,1.4771,0.35,1.4771,22928,4.360366173
implements,15,15,15,15,0.29,1.2041,0.18,1.2041,30307,4.481542949
implicate,56,48,56,48,1.10,1.7559,0.57,1.6902,16566,4.219217657
implicated,65,57,65,57,1.27,1.8195,0.68,1.7634,15275,4.183981219
implicates,28,22,28,22,0.55,1.4624,0.26,1.3617,23556,4.372101546
implicating,24,23,22,21,0.47,1.3979,0.27,1.3802,25033,4.398512899
implication,48,46,48,46,0.94,1.6902,0.55,1.6721,17913,4.253168326
implications,79,74,79,74,1.55,1.9031,0.88,1.8751,13699,4.136688866
implicit,15,13,15,13,0.29,1.2041,0.15,1.1461,30590,4.485579477
implicitly,28,28,25,25,0.55,1.4624,0.33,1.4624,23339,4.368082244
implied,109,95,108,95,2.14,2.0414,1.13,1.9823,11401,4.056942946
implies,80,74,79,73,1.57,1.9085,0.88,1.8751,13612,4.13392194
implode,17,16,17,16,0.33,1.2553,0.19,1.2304,28997,4.462353069
imploded,11,11,11,11,0.22,1.0792,0.13,1.0792,34002,4.531504463
implodes,2,2,2,2,0.04,0.4771,0.02,0.4771,55783,4.746501867
imploding,8,8,8,8,0.16,0.9542,0.10,0.9542,37925,4.578925589
implore,53,49,53,49,1.04,1.7324,0.58,1.6990,17038,4.231418614
implored,5,5,5,5,0.10,0.7782,0.06,0.7782,43680,4.64028263
imploring,3,3,3,3,0.06,0.6021,0.04,0.6021,50304,4.70160252
implosion,38,13,36,12,0.75,1.5911,0.15,1.1461,20416,4.309970657
implosions,4,2,4,2,0.08,0.6990,0.02,0.4771,48517,4.685893939
implosive,6,3,5,3,0.12,0.8451,0.04,0.6021,42850,4.631950826
imply,137,122,136,122,2.69,2.1399,1.45,2.0899,9968,3.998608029
implying,147,128,143,125,2.88,2.1703,1.53,2.1106,9554,3.980185237
impolite,66,60,66,60,1.29,1.8261,0.72,1.7853,15124,4.179666669
impoliteness,2,2,2,2,0.04,0.4771,0.02,0.4771,55784,4.746509652
imponderables,5,5,5,5,0.10,0.7782,0.06,0.7782,43681,4.640292572
import,111,99,107,96,2.18,2.0492,1.18,2.0000,11254,4.051306911
importance,390,334,390,334,7.65,2.5922,3.98,2.5250,5212,3.717004407
important,10587,4878,10506,4865,207.59,4.0248,58.15,3.6883,471,2.673020907
importantly,278,259,278,259,5.45,2.4456,3.09,2.4150,6511,3.813647695
importation,4,4,4,4,0.08,0.6990,0.05,0.6990,46516,4.667602362
imported,151,128,136,116,2.96,2.1818,1.53,2.1106,9407,3.973451144
importer,13,11,12,10,0.25,1.1461,0.13,1.0792,32344,4.509793728
importers,4,4,4,4,0.08,0.6990,0.05,0.6990,46517,4.667611698
importing,18,17,17,16,0.35,1.2788,0.20,1.2553,28336,4.452338544
imports,38,30,36,29,0.75,1.5911,0.36,1.4914,20309,4.30768854
importunate,2,2,2,2,0.04,0.4771,0.02,0.4771,55785,4.746517437
importune,2,2,1,1,0.04,0.4771,0.02,0.4771,55786,4.746525222
impose,145,142,143,141,2.84,2.1644,1.69,2.1553,9629,3.983581187
imposed,66,58,66,58,1.29,1.8261,0.69,1.7709,15143,4.180211922
imposes,3,3,3,3,0.06,0.6021,0.04,0.6021,50305,4.701611153
imposing,52,50,52,50,1.02,1.7243,0.60,1.7076,17203,4.235604189
imposition,39,36,39,36,0.76,1.6021,0.43,1.5682,19972,4.300421557
impossibility,35,35,35,35,0.69,1.5563,0.42,1.5563,21006,4.322343361
impossible,3015,2060,2668,1896,59.12,3.4794,24.56,3.3141,1166,3.06669855
impossibly,20,19,19,18,0.39,1.3222,0.23,1.3010,27131,4.433465801
imposter,36,28,35,28,0.71,1.5682,0.33,1.4624,20880,4.319730494
imposters,4,4,4,4,0.08,0.6990,0.05,0.6990,46518,4.667621034
impostor,101,70,101,70,1.98,2.0086,0.83,1.8513,11951,4.077404246
impostors,7,6,6,5,0.14,0.9031,0.07,0.8451,40171,4.603912643
impotence,33,26,30,25,0.65,1.5315,0.31,1.4314,21747,4.337399354
impotency,2,2,2,2,0.04,0.4771,0.02,0.4771,55787,4.746533007
impotent,106,83,101,79,2.08,2.0294,0.99,1.9243,11627,4.065467672
impound,85,64,77,58,1.67,1.9345,0.76,1.8129,13184,4.120047194
impounded,52,48,49,46,1.02,1.7243,0.57,1.6902,17218,4.235982703
impounding,9,9,8,8,0.18,1.0000,0.11,1.0000,36486,4.562126254
impounds,3,3,3,3,0.06,0.6021,0.04,0.6021,50306,4.701619786
impoverished,29,26,26,25,0.57,1.4771,0.31,1.4314,23040,4.362482475
impoverishment,2,2,2,2,0.04,0.4771,0.02,0.4771,55788,4.746540792
impracticable,3,3,3,3,0.06,0.6021,0.04,0.6021,50307,4.701628419
impractical,45,41,44,40,0.88,1.6628,0.49,1.6232,18572,4.268858675
imprecise,8,8,8,8,0.16,0.9542,0.10,0.9542,37926,4.578937041
imprecision,2,2,2,2,0.04,0.4771,0.02,0.4771,55789,4.746548577
impregnable,29,28,28,28,0.57,1.4771,0.33,1.4624,22959,4.360952968
impregnate,22,21,22,21,0.43,1.3617,0.25,1.3424,26020,4.415307292
impregnated,31,27,31,27,0.61,1.5051,0.32,1.4472,22339,4.349063728
impregnating,8,8,5,5,0.16,0.9542,0.10,0.9542,37927,4.578948492
impresario,13,8,13,8,0.25,1.1461,0.10,0.9542,32606,4.513297524
impress,520,424,502,413,10.20,2.7168,5.05,2.6284,4325,3.635986112
impressed,972,823,955,812,19.06,2.9881,9.81,2.9159,2745,3.438542349
impresses,22,21,22,21,0.43,1.3617,0.25,1.3424,26021,4.415323983
impressing,22,22,21,21,0.43,1.3617,0.26,1.3617,25961,4.414321417
impression,946,787,946,787,18.55,2.9763,9.38,2.8965,2811,3.448860846
impressionable,43,39,43,39,0.84,1.6435,0.46,1.6021,19005,4.278867874
impressionism,6,4,3,2,0.12,0.8451,0.05,0.6990,42629,4.629705145
impressionist,15,13,13,11,0.29,1.2041,0.15,1.1461,30591,4.485593674
impressions,159,138,158,137,3.12,2.2041,1.65,2.1430,9132,3.960565903
impressive,865,711,728,609,16.96,2.9375,8.48,2.8525,2988,3.475380593
impressively,5,5,4,4,0.10,0.7782,0.06,0.7782,43682,4.640302515
imprimatur,2,2,2,2,0.04,0.4771,0.02,0.4771,55790,4.746556361
imprint,64,41,64,41,1.25,1.8129,0.49,1.6232,15499,4.190303678
imprinted,31,27,30,27,0.61,1.5051,0.32,1.4472,22340,4.349083169
imprinting,13,6,12,5,0.25,1.1461,0.07,0.8451,32684,4.514335202
imprints,19,19,18,18,0.37,1.3010,0.23,1.3010,27645,4.441616594
imprison,20,20,19,19,0.39,1.3222,0.24,1.3222,27046,4.432103044
imprisoned,105,95,101,91,2.06,2.0253,1.13,1.9823,11680,4.067442843
imprisoning,8,6,7,5,0.16,0.9542,0.07,0.8451,38733,4.588081136
imprisonment,93,77,93,77,1.82,1.9731,0.92,1.8921,12508,4.097187873
imprisons,3,3,3,3,0.06,0.6021,0.04,0.6021,50308,4.701637052
improbabilities,2,2,2,2,0.04,0.4771,0.02,0.4771,55791,4.746564146
improbability,8,6,7,5,0.16,0.9542,0.07,0.8451,38734,4.588092348
improbable,37,35,36,34,0.73,1.5798,0.42,1.5563,20471,4.311139058
improbity,3,1,2,1,0.06,0.6021,0.01,0.3010,53231,4.726164625
impromptu,43,38,41,37,0.84,1.6435,0.45,1.5911,19022,4.279256177
improper,57,47,57,47,1.12,1.7634,0.56,1.6812,16421,4.215399601
improperly,30,28,28,28,0.59,1.4914,0.33,1.4624,22635,4.354780499
improprieties,10,9,10,9,0.20,1.0414,0.11,1.0000,35529,4.550582984
impropriety,25,19,25,19,0.49,1.4150,0.23,1.3010,24808,4.394591753
improve,413,356,401,346,8.10,2.6170,4.24,2.5527,5016,3.700357528
improved,230,221,228,220,4.51,2.3636,2.63,2.3464,7327,3.864926192
improvement,198,179,194,178,3.88,2.2989,2.13,2.2553,8033,3.904877767
improvements,58,51,58,51,1.14,1.7709,0.61,1.7160,16229,4.21029176
improves,32,32,30,30,0.63,1.5185,0.38,1.5185,21900,4.340444115
improving,119,112,114,107,2.33,2.0792,1.34,2.0531,10828,4.034548247
improvisation,20,17,16,13,0.39,1.3222,0.20,1.2553,27303,4.436210369
improvisational,3,3,3,3,0.06,0.6021,0.04,0.6021,50309,4.701645685
